Substance Name,Name Type,Substance Number,Number type,Regulatory Number,Regulatory Number Type,Substance Form,Classification,Signal Word,Pictograms,Level,Result Link,Source,
"Adiponitrile",,111-69-3,CAS Number,,,,Acute Tox. 3 - Oral   Acute Tox. 5 - Dermal   Acute Tox. 2 - Inhalation   Eye Irrit. 2B   STOT Single Exp. 1   STOT Rep. Exp. 1  ,Danger,GHS06 : Skull and crossbones GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0005e.html,GHS-J
"ammonium pentadecafluorooctanoate",,3825-26-1,CAS Number,,,,Acute Tox. 4 - Oral   Acute Tox. 5 - Dermal   Eye Irrit. 2A   Carc. 2   STOT Rep. Exp. 1  ,Danger,GHS07 : Exclamation mark GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0237e.html,GHS-J
"Aniline, N-(1-methylethyl)-",,768-52-5,CAS Number,,,,Flam. Liquid 4   Acute Tox. 4 - Oral   Acute Tox. 5 - Dermal   Acute Tox. 4 - Inhalation   Eye Irrit. 2B   Repr. 2   STOT Single Exp. 3   STOT Rep. Exp. 2  ,Warning,GHS07 : Exclamation mark GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0638e.html,GHS-J
"Aniline, N-(1-methylethyl)-",,768-52-5,CAS Number,,,,Flam. Liquid 4   Acute Tox. 4 - Oral   Acute Tox. 5 - Dermal   Acute Tox. 4 - Inhalation   Eye Irrit. 2B   Repr. 2   STOT Single Exp. 3   STOT Rep. Exp. 2  ,Warning,GHS07 : Exclamation mark GHS08 : Health hazard,1,https://www.nite.go.jp/chem/english/ghs/06-imcg-0638e.html,GHS-J
"Benzene, (trichloromethyl)-",,98-07-7,CAS Number,,,,Acute Tox. 4 - Oral   Acute Tox. 5 - Dermal   Acute Tox. 1 - Inhalation   Skin Irrit. 2   Eye Irrit. 2A   Asp. Tox. 2   Repr. 2   Muta. 2   Carc. 1B   STOT Single Exp. 3   STOT Rep. Exp. 1   Aquatic Acute 3  ,Danger,GHS06 : Skull and crossbones GHS07 : Exclamation mark GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0188e.html,GHS-J
"Biphenyl",,92-52-4,CAS Number,,,,Acute Tox. 5 - Oral   Acute Tox. 5 - Dermal   Skin Mild Irrit. 3   Eye Irrit. 2B   STOT Single Exp. 3   STOT Rep. Exp. 1   STOT Rep. Exp. 2   Aquatic Acute 1  ,Danger,GHS07 : Exclamation mark GHS08 : Health hazard GHS09 : Environment,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0232e.html,GHS-J
"Blasticidin S",,2079-00-7,CAS Number,,,,Acute Tox. 2 - Oral   Acute Tox. 5 - Dermal   Skin Mild Irrit. 3   Eye Irrit. 2A   Eye Irrit. 2B   Asp. Tox. 1   STOT Single Exp. 2  ,Danger,GHS06 : Skull and crossbones GHS07 : Exclamation mark GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-1332e.html,GHS-J
"Butyl acrylate",,141-32-2,CAS Number,,,,Flam. Liquid 3   Acute Tox. 5 - Oral   Acute Tox. 5 - Dermal   Acute Tox. 3 - Inhalation   Skin Irrit. 2   Eye Irrit. 2A   Eye Irrit. 2B   Skin Sens. 1   Asp. Tox. 2   Repr. 2   STOT Single Exp. 3   Aquatic Acute 2  ,Danger,GHS02 : Flame GHS06 : Skull and crossbones GHS07 : Exclamation mark GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0622e.html,GHS-J
"calcium arsenate",,7778-44-1,CAS Number,,,,Acute Tox. 2 - Oral   Acute Tox. 5 - Dermal   Skin Mild Irrit. 3   Eye Irrit. 2B   Repr. 2   Carc. 1A   STOT Single Exp. 1   STOT Rep. Exp. 1  ,Danger,GHS06 : Skull and crossbones GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-1063e.html,GHS-J
"Calcium hypochlorite",,7778-54-3,CAS Number,,,,Oxid. Solid 2   Acute Tox. 4 - Oral   Acute Tox. 5 - Dermal   Skin Corr. 1A   Skin Corr. 1B   Skin Corr. 1C   Eye Damage 1   STOT Single Exp. 2   Aquatic Acute 1   Aquatic Chronic 1  ,Danger,GHS03 : Flame over circle GHS05 : Corrosion GHS07 : Exclamation mark GHS08 : Health hazard GHS09 : Environment,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-1386e.html,GHS-J
"Carbofuran",,1563-66-2,CAS Number,,,,Acute Tox. 1 - Oral   Acute Tox. 5 - Dermal   Acute Tox. 1 - Inhalation   Muta. 2   STOT Single Exp. 1   STOT Rep. Exp. 1   STOT Rep. Exp. 2   Aquatic Acute 1   Aquatic Chronic 1  ,Danger,GHS06 : Skull and crossbones GHS08 : Health hazard GHS09 : Environment,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0203e.html,GHS-J
"cartap hydrochloride",,15263-52-2,CAS Number,,,,Acute Tox. 4 - Oral   Acute Tox. 5 - Dermal   Acute Tox. 4 - Inhalation   Skin Corr. 1A   Skin Corr. 1B   Skin Corr. 1C   Eye Damage 1   STOT Single Exp. 1   Aquatic Acute 1   Aquatic Chronic 1  ,Danger,GHS05 : Corrosion GHS07 : Exclamation mark GHS08 : Health hazard GHS09 : Environment,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-1218e.html,GHS-J
"Coal tar naphtha",,,,,,,Flam. Liquid 2   Acute Tox. 5 - Dermal   Acute Tox. 5 - Inhalation   Skin Irrit. 2   Eye Irrit. 2A   Asp. Tox. 1  ,Danger,GHS02 : Flame GHS07 : Exclamation mark GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0715e.html,GHS-J
"copper acetoarsenite",,12002-03-8,CAS Number,,,,Acute Tox. 2 - Oral   Acute Tox. 5 - Dermal   Skin Mild Irrit. 3   Eye Irrit. 2B   Repr. 2   Muta. 2   Carc. 1A   STOT Single Exp. 1   STOT Single Exp. 2   STOT Single Exp. 3   STOT Rep. Exp. 2   Aquatic Acute 1   Aquatic Chronic 1  ,Danger,GHS06 : Skull and crossbones GHS07 : Exclamation mark GHS08 : Health hazard GHS09 : Environment,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-1060e.html,GHS-J
"Cyanamide, calcium salt (1:1)",,156-62-7,CAS Number,,,,Water React. Flam. Gas 3   Acute Tox. 4 - Oral   Acute Tox. 5 - Dermal   Acute Tox. 5 - Inhalation   Skin Irrit. 2   Eye Damage 1   STOT Single Exp. 2   STOT Single Exp. 3   Aquatic Acute 2   Aquatic Chronic 2  ,Danger,GHS02 : Flame GHS05 : Corrosion GHS07 : Exclamation mark GHS08 : Health hazard GHS09 : Environment,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0693e.html,GHS-J
"Di-n-octyl phthalate",,117-84-0,CAS Number,,,,Acute Tox. 5 - Dermal   Resp. Sens. 1   Skin Sens. 1   Repr. 2  ,Danger,GHS07 : Exclamation mark GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0465e.html,GHS-J
"Dicyclopentadiene",,77-73-6,CAS Number,,,,Flam. Liquid 3   Flam. Solid 1   Acute Tox. 4 - Oral   Acute Tox. 5 - Dermal   Acute Tox. 2 - Inhalation   Skin Irrit. 2   Eye Irrit. 2B   Asp. Tox. 1   STOT Single Exp. 1   STOT Single Exp. 3   STOT Rep. Exp. 1   STOT Rep. Exp. 2   Aquatic Acute 2   Aquatic Chronic 2  ,Danger,GHS02 : Flame GHS06 : Skull and crossbones GHS07 : Exclamation mark GHS08 : Health hazard GHS09 : Environment,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0775e.html,GHS-J
"dimercury dinitrate",,10415-75-5,CAS Number,,,,Acute Tox. 3 - Oral   Acute Tox. 5 - Dermal   Skin Mild Irrit. 3   Eye Irrit. 2B   Skin Sens. 1   Repr. 2   Muta. 2   STOT Single Exp. 1   STOT Single Exp. 3   STOT Rep. Exp. 1  ,Danger,GHS06 : Skull and crossbones GHS07 : Exclamation mark GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-1045e.html,GHS-J
"Diphosphorus pentasulfide",,1314-80-3,CAS Number,,,,Water React. Flam. Gas 2   Acute Tox. 4 - Oral   Acute Tox. 5 - Dermal   Skin Irrit. 2   Eye Damage 1   STOT Single Exp. 2  ,Danger,GHS02 : Flame GHS05 : Corrosion GHS07 : Exclamation mark GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0617e.html,GHS-J
"Disodium chromate decahydrate",,13517-17-4,CAS Number,,,,Acute Tox. 3 - Oral   Acute Tox. 5 - Dermal   Acute Tox. 2 - Inhalation   Skin Corr. 1A   Skin Corr. 1B   Skin Corr. 1C   Eye Damage 1   Resp. Sens. 1   Skin Sens. 1   Muta. 2   Carc. 1A   STOT Single Exp. 1   STOT Rep. Exp. 1  ,Danger,GHS05 : Corrosion GHS06 : Skull and crossbones GHS07 : Exclamation mark GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-1157e.html,GHS-J
"ethiofencarb",,29973-13-5,CAS Number,,,,Acute Tox. 3 - Oral   Acute Tox. 5 - Dermal   STOT Rep. Exp. 2   Aquatic Acute 1   Aquatic Chronic 1  ,Danger,GHS06 : Skull and crossbones GHS08 : Health hazard GHS09 : Environment,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-1126e.html,GHS-J
"Ethyl 2-[(dimethoxyphosphinothioyl)thio]-2-phenylacetate; Phenthoate; PAP",,2597-03-7,CAS Number,,,,Acute Tox. 3 - Oral   Acute Tox. 5 - Dermal   Acute Tox. 4 - Inhalation   Repr. 2   STOT Single Exp. 1   STOT Rep. Exp. 2   Aquatic Acute 1   Aquatic Chronic 1  ,Danger,GHS06 : Skull and crossbones GHS07 : Exclamation mark GHS08 : Health hazard GHS09 : Environment,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0276e.html,GHS-J
