Substance Name,Name Type,Substance Number,Number type,Regulatory Number,Regulatory Number Type,Substance Form,Classification,Signal Word,Pictograms,Level,Result Link,Source,
"(1S-cis)-4-(2-amino-6-chloro-9H-purin-9-yl)-2-cyclopentene-1-methanol hydrochloride",,172015-79-1,CAS Number,603-205-00-9,EU Harmonised CLP Classification no.,,Acute Tox. 4 - Oral   Eye Damage 1   Skin Sens. 1   STOT Rep. Exp. 1   Aquatic Chronic 3  ,Danger,GHS05 : Corrosion GHS08 : Health hazard GHS07 : Exclamation mark,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/77160,ECHA C&L inventory
"(1S-cis)-4-(3,4-dichlorophenyl)-1,2,3,4-tetrahydro-N-methyl-1-naphthalenamine 2-hydroxy-2-phenylacetate",,79617-97-3,CAS Number,612-243-00-5,EU Harmonised CLP Classification no.,,Eye Damage 1   Aquatic Acute 1   Aquatic Chronic 1  ,Danger,GHS05 : Corrosion GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/131654,ECHA C&L inventory
"(1α,2α,3β,6β)-1,2,3,6-tetrahydro-3,6-methanophthalic anhydride",,2746-19-2,CAS Number,607-105-00-6,EU Harmonised CLP Classification no.,,Eye Damage 1   Resp. Sens. 1   Skin Sens. 1  ,Danger,GHS08 : Health hazard GHS05 : Corrosion,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/99535,ECHA C&L inventory
"(1α5α6α)-6-nitro-3-benzyl-3-azabicyclo[3.1.0]hexane methanesulfonate salt",,426-740-8,EC Number,607-477-00-X,EU Harmonised CLP Classification no.,,Acute Tox. 4 - Oral   Eye Damage 1   Aquatic Chronic 2  ,Danger,GHS05 : Corrosion GHS07 : Exclamation mark GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/54745,ECHA C&L inventory
"(2,3,5,6-tetrafluorophenyl)methanol",,4084-38-2,CAS Number,602-108-00-9,EU Harmonised CLP Classification no.,,Acute Tox. 4 - Oral   Eye Irrit. 2   Skin Sens. 1  ,Warning,GHS07 : Exclamation mark,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/118650,ECHA C&L inventory
"(2,3-dimethylbut-2-yl)-trimethoxysilane",,142877-45-0,CAS Number,014-039-00-6,EU Harmonised CLP Classification no.,,Skin Irrit. 2   Eye Damage 1   Aquatic Chronic 3  ,Danger,GHS05 : Corrosion,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/133134,ECHA C&L inventory
"(2,6-xylyloxy) acetic acid",,13335-71-2,CAS Number,607-536-00-X,EU Harmonised CLP Classification no.,,Acute Tox. 4 - Oral   Eye Damage 1   Aquatic Chronic 3  ,Danger,GHS05 : Corrosion GHS07 : Exclamation mark,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/19559,ECHA C&L inventory
"(2-(1,3-dioxolan-2-yl)ethyl)triphenylphosphonium bromide",,86608-70-0,CAS Number,015-150-00-2,EU Harmonised CLP Classification no.,,Acute Tox. 4 - Oral   Eye Damage 1   STOT Rep. Exp. 2   Aquatic Chronic 3  ,Danger,GHS08 : Health hazard GHS05 : Corrosion GHS07 : Exclamation mark,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/108125,ECHA C&L inventory
"(2-butyl-5-nitrobenzofuran-3-yl)[4-(3-dibutylaminopropoxy)phenyl]methanone",,141645-23-0,CAS Number,606-138-00-3,EU Harmonised CLP Classification no.,,Flam. Liquid 3   Acute Tox. 4 - Oral   Skin Irrit. 2   Eye Damage 1   Skin Sens. 1   STOT Rep. Exp. 2   Aquatic Acute 1   Aquatic Chronic 1  ,Danger,GHS02 : Flame GHS05 : Corrosion GHS08 : Health hazard GHS07 : Exclamation mark GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/86509,ECHA C&L inventory
"(2R)-2-amino-2-phenylacetamide",,6485-67-2,CAS Number,616-170-00-X,EU Harmonised CLP Classification no.,,Eye Irrit. 2   Skin Sens. 1  ,Warning,GHS07 : Exclamation mark,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/38448,ECHA C&L inventory
"(2R*,3S*)-2-(2,4-difluorophenyl)-3-(5-fluoro-4-pyrimidinyl)-1-(1H-1,2,4-triazol-1-yl)butan-2-ol (1R)-10-camphorsulfonate",,427-100-0,EC Number,607-577-00-3,EU Harmonised CLP Classification no.,,Acute Tox. 4 - Oral   Eye Damage 1   Skin Sens. 1   Aquatic Chronic 3  ,Danger,GHS05 : Corrosion GHS07 : Exclamation mark,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/130978,ECHA C&L inventory
"(2R,3R)-3-((R)-1-(tert-butyldimethylsiloxy)ethyl)-4-oxoazetidin-2-yl acetate",,76855-69-1,CAS Number,613-186-00-9,EU Harmonised CLP Classification no.,,Eye Irrit. 2   Skin Sens. 1   Aquatic Chronic 2  ,Warning,GHS07 : Exclamation mark GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/19333,ECHA C&L inventory
"(2R,3S)-N-(3-amino-2-hydroxy-4-phenylbutyl)-N-isobutyl-4-nitrobenzenesulfonamide hydrochloride",,425-260-6,EC Number,616-150-00-0,EU Harmonised CLP Classification no.,,Eye Damage 1   Skin Sens. 1   STOT Rep. Exp. 2   Aquatic Chronic 2  ,Danger,GHS05 : Corrosion GHS08 : Health hazard GHS07 : Exclamation mark GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/25131,ECHA C&L inventory
"(2R,3S,4R,5R,7R,9R,10R,11S,12S,13R)-10-[(4-dimethylamino-3-hydroxy-6-methyltetrahydropyran-2-yl)oxy]-2-ethyl-3,4,12-trihydroxy-9-methoxy-3,5,7,9,11,13-hexamethyl-6,14-dioxo-1-oxacyclotetradecane",,118058-74-5,CAS Number,603-222-00-1,EU Harmonised CLP Classification no.,,Eye Irrit. 2  ,Warning,GHS07 : Exclamation mark,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/87760,ECHA C&L inventory
"(2R,6aS,12aS)-1,2,6,6a,12,12a-hexahydro-2-isopropenyl-8,9-dimethoxychromeno[3,4-b]furo[2,3-h]chromen-6-one, rotenone",,83-79-4,CAS Number,650-005-00-2,EU Harmonised CLP Classification no.,,Acute Tox. 3 - Oral   Skin Irrit. 2   Eye Irrit. 2   STOT Single Exp. 3   Aquatic Acute 1   Aquatic Chronic 1  ,Danger,GHS06 : Skull and crossbones GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/125588,ECHA C&L inventory
"(2S)-5-(benzyloxy)-2-(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)-5-oxopentanoic acid",,88784-33-2,CAS Number,607-666-00-7,EU Harmonised CLP Classification no.,,Eye Irrit. 2  ,Warning,GHS07 : Exclamation mark,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/35983,ECHA C&L inventory
"(2S,5R)-6,6-dibromo-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid 4,4-dioxide",,76646-91-8,CAS Number,607-510-00-8,EU Harmonised CLP Classification no.,,Acute Tox. 4 - Oral   Skin Irrit. 2   Eye Damage 1   Skin Sens. 1  ,Danger,GHS05 : Corrosion GHS07 : Exclamation mark,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/132337,ECHA C&L inventory
"(3'-carboxymethyl-5-(2-(3-ethyl-3H-benzothiazol-2-ylidene)-1-methyl-ethylidene)-4,4'-dioxo-2'-thioxo-(2,5')bithiazolidinyliden-3-yl)-acetic acid",,166596-68-5,CAS Number,607-419-00-3,EU Harmonised CLP Classification no.,,Eye Damage 1   Skin Sens. 1  ,Danger,GHS05 : Corrosion GHS07 : Exclamation mark,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/101823,ECHA C&L inventory
"(3,5,6-trichloro-2-pyridyl)oxyacetic acid",,55335-06-3,CAS Number,,,,Acute Tox. 5 - Oral   Skin Mild Irrit. 3   Eye Irrit. 2A   STOT Single Exp. 2   STOT Rep. Exp. 2   Aquatic Acute 2   Aquatic Chronic 2  ,Warning,GHS07 : Exclamation mark GHS08 : Health hazard GHS09 : Environment,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0438e.html,GHS-J
"(3,5,6-trichloro-2-pyridyl)oxyacetic acid",,55335-06-3,CAS Number,,,,Acute Tox. 5 - Oral   Skin Mild Irrit. 3   Eye Irrit. 2A   STOT Single Exp. 2   STOT Rep. Exp. 2   Aquatic Acute 2   Aquatic Chronic 2  ,Warning,GHS07 : Exclamation mark GHS08 : Health hazard GHS09 : Environment,1,https://www.nite.go.jp/chem/english/ghs/06-imcg-0438e.html,GHS-J
"(3S,4aS,8aS)-N-tert-butyldecahydro-3-isoquinolinecarboxamide",,136465-81-1,CAS Number,616-139-00-0,EU Harmonised CLP Classification no.,,Acute Tox. 4 - Oral   Eye Damage 1   Aquatic Chronic 3  ,Danger,GHS05 : Corrosion GHS07 : Exclamation mark,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/21543,ECHA C&L inventory
"(3S,6R,9S,12R,15S,18R,21S,24R)-6,18-dibenzyl-3,9,15,21-tetraisobutyl-4,10,12,16,22,24-hexamethyl-1,7,13,19-tetraoxa-4,10,16,22-tetraazacyclo-tetracosane-2,5,8,11,14,17,20,23-octaone",,133413-70-4,CAS Number,606-136-00-2,EU Harmonised CLP Classification no.,,Eye Irrit. 2   Aquatic Chronic 4  ,Warning,GHS07 : Exclamation mark,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/105462,ECHA C&L inventory
"(4-aminophenyl)-N-methylmethylensulfonamide hydrochloride",,88918-84-7,CAS Number,616-038-00-1,EU Harmonised CLP Classification no.,,Eye Damage 1   Skin Sens. 1   Aquatic Chronic 2  ,Danger,GHS05 : Corrosion GHS07 : Exclamation mark GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/128196,ECHA C&L inventory
"(4-chloro-2-methylphenoxy)acetic acid",,94-74-6,CAS Number,,,,Acute Tox. 4 - Oral   Acute Tox. 2 - Inhalation   Skin Mild Irrit. 3   Eye Irrit. 2B   Repr. 2   STOT Single Exp. 2   STOT Rep. Exp. 2   Aquatic Acute 3   Aquatic Chronic 3  ,Danger,GHS06 : Skull and crossbones GHS07 : Exclamation mark GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0381e.html,GHS-J
"(4-phenylbutyl)phosphinic acid",,86552-32-1,CAS Number,015-198-00-4,EU Harmonised CLP Classification no.,,Eye Damage 1   Carc. 2  ,Danger,GHS05 : Corrosion GHS08 : Health hazard,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/40952,ECHA C&L inventory
"(4aR*,8aR*)-4a,5,9,10,11,12-hexahydro-3-methoxy-11-methyl-6H-benzofuro[3a,3,2-ef][2]benzazepin-6-one",,1668-86-6,CAS Number,606-112-00-1,EU Harmonised CLP Classification no.,,Acute Tox. 4 - Oral   Eye Irrit. 2   Aquatic Chronic 3  ,Warning,GHS07 : Exclamation mark,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/57908,ECHA C&L inventory
"(6-(4-hydroxy-3-(2-methoxyphenylazo)-2-sulfonato-7-naphthylamino)-1,3,5-triazin-2,4-diyl)bis[(amino-1-methylethyl)ammonium] formate",,108225-03-2,CAS Number,611-058-00-7,EU Harmonised CLP Classification no.,,Eye Damage 1   Carc. 1B   Aquatic Chronic 2  ,Danger,GHS08 : Health hazard GHS05 : Corrosion GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/84029,ECHA C&L inventory
"(9S)-9-amino-9-deoxyerythromycin",,26116-56-3,CAS Number,607-341-00-X,EU Harmonised CLP Classification no.,,Eye Damage 1   Aquatic Acute 1   Aquatic Chronic 1  ,Danger,GHS05 : Corrosion GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/26132,ECHA C&L inventory
"(benzothiazol-2-ylthio)methyl thiocyanate; TCMTB",,21564-17-0,CAS Number,613-119-00-3,EU Harmonised CLP Classification no.,,Acute Tox. 4 - Oral   Acute Tox. 2 - Inhalation   Skin Irrit. 2   Eye Irrit. 2   Skin Sens. 1   Aquatic Acute 1   Aquatic Chronic 1  ,Danger,GHS06 : Skull and crossbones GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/53225,ECHA C&L inventory
"(E)-2-butenal; (E)-crotonaldehyde",,123-73-9,CAS Number,605-009-00-9,EU Harmonised CLP Classification no.,,Flam. Liquid 2   Acute Tox. 3 - Oral   Acute Tox. 3 - Dermal   Acute Tox. 2 - Inhalation   Skin Irrit. 2   Eye Damage 1   Muta. 2   STOT Single Exp. 3   STOT Rep. Exp. 2   Aquatic Acute 1  ,Danger,GHS02 : Flame GHS06 : Skull and crossbones GHS08 : Health hazard GHS05 : Corrosion GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/41189,ECHA C&L inventory
"(E)-3-(2-chlorophenyl)-2-(4-fluorophenyl)propenal",,112704-51-5,CAS Number,606-063-00-6,EU Harmonised CLP Classification no.,,Eye Irrit. 2   Skin Sens. 1  ,Warning,GHS07 : Exclamation mark,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/6319,ECHA C&L inventory
"(E)-3-(4-(4-fluorophenyl)-5-methoxymethyl-2,6-bis(1-methoxymethyl)pyridin-3-yl)prop-2-enal",,177964-68-0,CAS Number,605-035-00-0,EU Harmonised CLP Classification no.,,Eye Irrit. 2   Skin Sens. 1   Aquatic Chronic 4  ,Warning,GHS07 : Exclamation mark,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/62136,ECHA C&L inventory
"(E,E)-3,7,11-trimethyldodeca-1,4,6,10-tetraen-3-ol",,125474-34-2,CAS Number,603-192-00-X,EU Harmonised CLP Classification no.,,Skin Irrit. 2   Eye Damage 1   Skin Sens. 1   Aquatic Acute 1   Aquatic Chronic 1  ,Danger,GHS05 : Corrosion GHS07 : Exclamation mark GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/107664,ECHA C&L inventory
"(E-E)-3,3'-(1,4-phenylenedimethylidene)bis(2-oxobornane-10-sulfonic acid)",,92761-26-7,CAS Number,607-297-00-1,EU Harmonised CLP Classification no.,,Eye Damage 1  ,Danger,GHS05 : Corrosion,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/109818,ECHA C&L inventory
"(ethyl-3-oxobutanoato-O'1,O'3)(2-dimethylaminoethanolato)(1-methoxypropan-2-olato)aluminium(III), dimerised",,402-370-2,EC Number,013-006-00-3,EU Harmonised CLP Classification no.,,Flam. Liquid 3   Eye Damage 1  ,Danger,GHS02 : Flame GHS05 : Corrosion,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/4860,ECHA C&L inventory
"(N-(1,1,2,2-Tetrachloroethylthio)-1,2,3,6-tetrahydrophthalimide); Captafol",,2425-06-1,CAS Number,,,,Acute Tox. 5 - Oral   Skin Irrit. 2   Eye Irrit. 2A   Resp. Sens. 1   Skin Sens. 1   Muta. 1B   Carc. 1B   STOT Rep. Exp. 1   STOT Rep. Exp. 2   Aquatic Acute 1   Aquatic Chronic 1  ,Danger,GHS07 : Exclamation mark GHS08 : Health hazard GHS09 : Environment,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0826e.html,GHS-J
"(N-benzyl-N-ethyl)amino-3-hydroxyacetophenone hydrochloride",,55845-90-4,CAS Number,606-040-00-0,EU Harmonised CLP Classification no.,,Eye Damage 1   Aquatic Chronic 2  ,Danger,GHS05 : Corrosion GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/39911,ECHA C&L inventory
"(R)-1-Chloro-2,3-epoxypropane",,51594-55-9,CAS Number,,,,Flam. Liquid 3   Acute Tox. 3 - Oral   Acute Tox. 3 - Dermal   Acute Tox. 2 - Inhalation   Skin Corr. 1A   Skin Corr. 1B   Skin Corr. 1C   Eye Damage 1   Resp. Sens. 1   Skin Sens. 1   Repr. 2   Muta. 2   STOT Single Exp. 1   STOT Single Exp. 2   STOT Single Exp. 3   STOT Rep. Exp. 1  ,Danger,GHS02 : Flame GHS05 : Corrosion GHS06 : Skull and crossbones GHS07 : Exclamation mark GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/07-mhlw-0119e.html,GHS-J
"(R)-2-(4-hydroxyphenoxy)propanoic acid",,94050-90-5,CAS Number,607-269-00-9,EU Harmonised CLP Classification no.,,Eye Damage 1  ,Danger,GHS05 : Corrosion,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/94562,ECHA C&L inventory
"(R)-3-[(1-methylpyrrolidin-2-yl)methyl]-5-[2-(phenylsulfonyl)ethenyl]-1H-indole",,180637-89-2,CAS Number,613-251-00-1,EU Harmonised CLP Classification no.,,Acute Tox. 4 - Oral   Eye Damage 1   Skin Sens. 1   STOT Rep. Exp. 2  ,Danger,GHS05 : Corrosion GHS08 : Health hazard GHS07 : Exclamation mark,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/49185,ECHA C&L inventory
"(R)-butan-2-ol",,14898-79-4,CAS Number,603-127-00-5,EU Harmonised CLP Classification no.,,Flam. Liquid 3   Eye Irrit. 2   STOT Single Exp. 3  ,Warning,GHS02 : Flame GHS07 : Exclamation mark,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/24394,ECHA C&L inventory
"(R,S)-1-[2-amino-1(4-methoxyphenyl)ethyl]cyclohexanol acetate",,445-750-3,EC Number,612-274-00-4,EU Harmonised CLP Classification no.,,Acute Tox. 4 - Oral   Eye Damage 1   Skin Sens. 1   Aquatic Chronic 3  ,Danger,GHS05 : Corrosion GHS07 : Exclamation mark,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/37657,ECHA C&L inventory
"(R,S)-2-amino-3,3-dimethylbutane amide",,144177-62-8,CAS Number,612-279-00-1,EU Harmonised CLP Classification no.,,Skin Irrit. 2   Eye Irrit. 2   Skin Sens. 1   Repr. 2   STOT Rep. Exp. 2  ,Warning,GHS08 : Health hazard GHS07 : Exclamation mark,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1511,ECHA C&L inventory
"(R,S)-2-butyloctanedioic acid",,50905-10-7,CAS Number,607-560-00-0,EU Harmonised CLP Classification no.,,Eye Damage 1  ,Danger,GHS05 : Corrosion,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/98424,ECHA C&L inventory
"(R,S)-4-(4-dimethylamino-1-(4-fluorophenyl)-1-hydroxybutyl)-3-(hydroxymethyl)benzonitrile hemisulfate",,430-790-6,EC Number,608-054-00-2,EU Harmonised CLP Classification no.,,Acute Tox. 4 - Oral   Eye Damage 1   Skin Sens. 1   Aquatic Chronic 2  ,Danger,GHS05 : Corrosion GHS07 : Exclamation mark GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/58925,ECHA C&L inventory
"(RS)-2-[2-(3-Chlorophenyl)-2,3-epoxypropyl]-2-ethylindane-1,3-dione [indanofan]",,133220-30-1,CAS Number,,,,Acute Tox. 4 - Oral   Eye Irrit. 2B   Skin Sens. 1   Repr. 2   STOT Single Exp. 1   STOT Single Exp. 3   STOT Rep. Exp. 1   STOT Rep. Exp. 2  ,Danger,GHS07 : Exclamation mark GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/15-meti-0003e.html,GHS-J
"(RS)-2-Cyano-N-[(R)-1-(2,4-dichlorophenyl)ethyl]-3,3-dimethylbutyramide [diclocymet]",,139920-32-4,CAS Number,,,,Eye Irrit. 2B   STOT Rep. Exp. 1  ,Danger,GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/15-meti-0006e.html,GHS-J
"(S)-2,2-diphenyl-2-(3-pyrrolidinyl)acetonitrile hydrobromide",,194602-27-2,CAS Number,608-042-00-7,EU Harmonised CLP Classification no.,,Acute Tox. 4 - Oral   Eye Damage 1   Skin Sens. 1   Aquatic Chronic 2  ,Danger,GHS05 : Corrosion GHS07 : Exclamation mark GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/93720,ECHA C&L inventory
"(S)-3-methyl-2-(2-oxotetrahydropyrimidine-1-yl)butyric acid",,192725-50-1,CAS Number,607-528-00-6,EU Harmonised CLP Classification no.,,Eye Damage 1  ,Danger,GHS05 : Corrosion,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/14388,ECHA C&L inventory
"(S)-alpha-Cyano-3-phenoxybenzyl 3-(2,2-dichlorovinyl)-2,2-dimethyl-cis-cyclopropanecarboxylate; alpha-Cypermethrin",,67375-30-8,CAS Number,,,,Acute Tox. 2 - Oral   Skin Irrit. 2   Eye Damage 1   STOT Single Exp. 1   STOT Rep. Exp. 1   STOT Rep. Exp. 2   Aquatic Acute 1   Aquatic Chronic 1  ,Danger,GHS05 : Corrosion GHS06 : Skull and crossbones GHS07 : Exclamation mark GHS08 : Health hazard GHS09 : Environment,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0518e.html,GHS-J
"(S)-butan-2-ol",,4221-99-2,CAS Number,603-127-00-5,EU Harmonised CLP Classification no.,,Flam. Liquid 3   Eye Irrit. 2   STOT Single Exp. 3  ,Warning,GHS02 : Flame GHS07 : Exclamation mark,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/93904,ECHA C&L inventory
"(S)-methyl-2-chloropropionate",,73246-45-4,CAS Number,607-321-00-0,EU Harmonised CLP Classification no.,,Flam. Liquid 3   Eye Irrit. 2   STOT Rep. Exp. 2  ,Warning,GHS02 : Flame GHS08 : Health hazard,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/134938,ECHA C&L inventory
"(S)-α-(acetylthio)benzenepropanoic acid",,76932-17-7,CAS Number,607-517-00-6,EU Harmonised CLP Classification no.,,Acute Tox. 4 - Oral   Eye Damage 1   Skin Sens. 1  ,Danger,GHS05 : Corrosion GHS07 : Exclamation mark,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/133043,ECHA C&L inventory
"(S)-α-hydroxy-3-phenoxy-benzeneacetonitrile",,61826-76-4,CAS Number,608-063-00-1,EU Harmonised CLP Classification no.,,Acute Tox. 3 - Oral   Eye Damage 1   Skin Sens. 1   Aquatic Acute 1   Aquatic Chronic 1  ,Danger,GHS06 : Skull and crossbones GHS05 : Corrosion GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/13431,ECHA C&L inventory
"(SP-4-2)-Diamminedichloroplatinum, (alias Cisplatin)",,15663-27-1,CAS Number,,,,Acute Tox. 2 - Oral   Eye Irrit. 2A   Repr. 1B   Lact.   Muta. 1B   Carc. 1B   STOT Single Exp. 1   STOT Rep. Exp. 1  ,Danger,GHS06 : Skull and crossbones GHS07 : Exclamation mark GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/09-mhlw-0231e.html,GHS-J
