Substance Name,Name Type,Substance Number,Number type,Regulatory Number,Regulatory Number Type,Substance Form,Classification,Signal Word,Pictograms,Level,Result Link,Source,
"(2-chloroethyl)(3-hydroxypropyl)ammonium chloride",,40722-80-3,CAS Number,612-246-00-1,EU Harmonised CLP Classification no.,,Skin Sens. 1   Muta. 1B   Carc. 1B   STOT Rep. Exp. 2   Aquatic Chronic 3  ,Danger,GHS08 : Health hazard GHS07 : Exclamation mark,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/43720,ECHA C&L inventory
"(2-ethylhexanoato-O)(isodecanoato-O)nickel",,84852-39-1,CAS Number,028-054-00-0,EU Harmonised CLP Classification no.,,Resp. Sens. 1   Skin Sens. 1   Repr. 1B   Muta. 2   Carc. 1A   STOT Rep. Exp. 1   Aquatic Acute 1   Aquatic Chronic 1  ,Danger,GHS08 : Health hazard GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/29795,ECHA C&L inventory
"(2-ethylhexanoato-O)(isononanoato-O)nickel",,85508-45-8,CAS Number,028-054-00-0,EU Harmonised CLP Classification no.,,Resp. Sens. 1   Skin Sens. 1   Repr. 1B   Muta. 2   Carc. 1A   STOT Rep. Exp. 1   Aquatic Acute 1   Aquatic Chronic 1  ,Danger,GHS08 : Health hazard GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/99877,ECHA C&L inventory
"(2-ethylhexanoato-O)(neodecanoato-O)nickel",,85135-77-9,CAS Number,028-054-00-0,EU Harmonised CLP Classification no.,,Resp. Sens. 1   Skin Sens. 1   Repr. 1B   Muta. 2   Carc. 1A   STOT Rep. Exp. 1   Aquatic Acute 1   Aquatic Chronic 1  ,Danger,GHS08 : Health hazard GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/130891,ECHA C&L inventory
"(2-Hydroxy-4-methoxyphenyl)(phenyl)methanone",,131-57-7,CAS Number,,,,Skin Sens. 1   Aquatic Acute 1   Aquatic Chronic 1  ,Warning,GHS07 : Exclamation mark GHS09 : Environment,1,http://www.safe.nite.go.jp/english/ghs/10-mhlw-0217e.html,GHS-J
"(2-Hydroxy-4-methoxyphenyl)(phenyl)methanone",,131-57-7,CAS Number,,,,Skin Sens. 1   Aquatic Acute 1   Aquatic Chronic 1  ,Warning,GHS07 : Exclamation mark GHS09 : Environment,1,https://www.nite.go.jp/chem/english/ghs/10-mhlw-0217e.html,GHS-J
"(2R)-2-amino-2-phenylacetamide",,6485-67-2,CAS Number,616-170-00-X,EU Harmonised CLP Classification no.,,Eye Irrit. 2   Skin Sens. 1  ,Warning,GHS07 : Exclamation mark,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/38448,ECHA C&L inventory
"(2R*,3S*)-2-(2,4-difluorophenyl)-3-(5-fluoro-4-pyrimidinyl)-1-(1H-1,2,4-triazol-1-yl)butan-2-ol (1R)-10-camphorsulfonate",,427-100-0,EC Number,607-577-00-3,EU Harmonised CLP Classification no.,,Acute Tox. 4 - Oral   Eye Damage 1   Skin Sens. 1   Aquatic Chronic 3  ,Danger,GHS05 : Corrosion GHS07 : Exclamation mark,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/130978,ECHA C&L inventory
"(2R,3R)-3-((R)-1-(tert-butyldimethylsiloxy)ethyl)-4-oxoazetidin-2-yl acetate",,76855-69-1,CAS Number,613-186-00-9,EU Harmonised CLP Classification no.,,Eye Irrit. 2   Skin Sens. 1   Aquatic Chronic 2  ,Warning,GHS07 : Exclamation mark GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/19333,ECHA C&L inventory
"(2R,3S)-N-(3-amino-2-hydroxy-4-phenylbutyl)-N-isobutyl-4-nitrobenzenesulfonamide hydrochloride",,425-260-6,EC Number,616-150-00-0,EU Harmonised CLP Classification no.,,Eye Damage 1   Skin Sens. 1   STOT Rep. Exp. 2   Aquatic Chronic 2  ,Danger,GHS05 : Corrosion GHS08 : Health hazard GHS07 : Exclamation mark GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/25131,ECHA C&L inventory
"(2RS)-2-[4-(4-chloro­phenoxy)-2-(trifluoromethyl)phenyl]-1-(1H- 1,2,4-triazol-1-yl)propan-2-ol; mefentrifluconazole",,1417782-03-6,CAS Number,613-331-00-6,EU Harmonised CLP Classification no.,,Skin Sens. 1   Aquatic Acute 1   Aquatic Chronic 1  ,Warning,GHS07 : Exclamation mark GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/265306,ECHA C&L inventory
"(2S,5R)-6,6-dibromo-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid 4,4-dioxide",,76646-91-8,CAS Number,607-510-00-8,EU Harmonised CLP Classification no.,,Acute Tox. 4 - Oral   Skin Irrit. 2   Eye Damage 1   Skin Sens. 1  ,Danger,GHS05 : Corrosion GHS07 : Exclamation mark,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/132337,ECHA C&L inventory
"(3'-carboxymethyl-5-(2-(3-ethyl-3H-benzothiazol-2-ylidene)-1-methyl-ethylidene)-4,4'-dioxo-2'-thioxo-(2,5')bithiazolidinyliden-3-yl)-acetic acid",,166596-68-5,CAS Number,607-419-00-3,EU Harmonised CLP Classification no.,,Eye Damage 1   Skin Sens. 1  ,Danger,GHS05 : Corrosion GHS07 : Exclamation mark,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/101823,ECHA C&L inventory
"(3β, 5α, 6β)-3-(acetyloxy)-5-bromo-6-hydroxy-androstan-17-one",,4229-69-0,CAS Number,606-081-00-4,EU Harmonised CLP Classification no.,,Skin Sens. 1   Aquatic Chronic 3  ,Warning,GHS07 : Exclamation mark,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/101972,ECHA C&L inventory
"(4-aminophenyl)-N-methylmethylensulfonamide hydrochloride",,88918-84-7,CAS Number,616-038-00-1,EU Harmonised CLP Classification no.,,Eye Damage 1   Skin Sens. 1   Aquatic Chronic 2  ,Danger,GHS05 : Corrosion GHS07 : Exclamation mark GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/128196,ECHA C&L inventory
"(4-ammonio-m-tolyl)ethyl(2-hydroxyethyl)ammonium sulphate; 4-(N-ethyl-N-2-hydroxyethyl)-2-methylphenylenediamine sulphate",,25646-77-9,CAS Number,612-133-00-7,EU Harmonised CLP Classification no.,,Acute Tox. 3 - Oral   Skin Sens. 1   STOT Rep. Exp. 2   Aquatic Acute 1   Aquatic Chronic 1  ,Danger,GHS06 : Skull and crossbones GHS08 : Health hazard GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/79502,ECHA C&L inventory
"(4-hydrazinophenyl)-N-methylmethanesulfonamide hydrochloride",,81880-96-8,CAS Number,007-025-00-6,EU Harmonised CLP Classification no.,,Acute Tox. 3 - Oral   Skin Sens. 1   Muta. 2   STOT Rep. Exp. 1   Aquatic Acute 1   Aquatic Chronic 1  ,Danger,GHS06 : Skull and crossbones GHS08 : Health hazard GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/47269,ECHA C&L inventory
"(6R-trans)-1-((7-ammonio-2-carboxylato-8-oxo-5-thia-1-azabicyclo-[4.2.0]oct-2-en-3-yl)methyl)pyridinium iodide",,100988-63-4,CAS Number,613-162-00-8,EU Harmonised CLP Classification no.,,Skin Sens. 1   Muta. 2   Aquatic Chronic 2  ,Warning,GHS08 : Health hazard GHS07 : Exclamation mark GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/7699,ECHA C&L inventory
"(6β)-6,19-epoxyandrost-4-ene-3,17-dione",,6563-83-3,CAS Number,606-132-00-0,EU Harmonised CLP Classification no.,,Skin Sens. 1   Aquatic Chronic 3  ,Warning,GHS07 : Exclamation mark,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/78051,ECHA C&L inventory
"(benzothiazol-2-ylthio)methyl thiocyanate; TCMTB",,21564-17-0,CAS Number,613-119-00-3,EU Harmonised CLP Classification no.,,Acute Tox. 4 - Oral   Acute Tox. 2 - Inhalation   Skin Irrit. 2   Eye Irrit. 2   Skin Sens. 1   Aquatic Acute 1   Aquatic Chronic 1  ,Danger,GHS06 : Skull and crossbones GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/53225,ECHA C&L inventory
"(benzothiazol-2-ylthio)succinic acid",,95154-01-1,CAS Number,607-179-00-X,EU Harmonised CLP Classification no.,,Skin Sens. 1  ,Warning,GHS07 : Exclamation mark,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/13252,ECHA C&L inventory
"(C16 or C18-n-alkyl)(C16 or C18-n-alkyl)ammonium 2-((C16 or C18-n-alkyl)(C16 or C18-n-alkyl)carbamoyl)benzenesulphonate",,402-460-1,EC Number,016-053-00-8,EU Harmonised CLP Classification no.,,Skin Irrit. 2   Skin Sens. 1   Aquatic Chronic 4  ,Warning,GHS07 : Exclamation mark,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/84749,ECHA C&L inventory
"(E)-2-methoxy-4-(prop-1-enyl) phenol",,5932-68-3,CAS Number,604-094-00-X,EU Harmonised CLP Classification no.,,Skin Sens. 1A  ,Warning,GHS07 : Exclamation mark,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/103381,ECHA C&L inventory
"(E)-3-(2-chlorophenyl)-2-(4-fluorophenyl)propenal",,112704-51-5,CAS Number,606-063-00-6,EU Harmonised CLP Classification no.,,Eye Irrit. 2   Skin Sens. 1  ,Warning,GHS07 : Exclamation mark,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/6319,ECHA C&L inventory
"(E)-3-(4-(4-fluorophenyl)-5-methoxymethyl-2,6-bis(1-methoxymethyl)pyridin-3-yl)prop-2-enal",,177964-68-0,CAS Number,605-035-00-0,EU Harmonised CLP Classification no.,,Eye Irrit. 2   Skin Sens. 1   Aquatic Chronic 4  ,Warning,GHS07 : Exclamation mark,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/62136,ECHA C&L inventory
"(E)-3-[1-[4-[2-(dimethylamino)ethoxy]phenyl]-2-phenylbut-1-enyl]phenol",,82413-20-5,CAS Number,604-073-00-5,EU Harmonised CLP Classification no.,,Skin Sens. 1   Repr. 1B   Carc. 2   Aquatic Acute 1   Aquatic Chronic 1  ,Danger,GHS08 : Health hazard GHS07 : Exclamation mark GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/125826,ECHA C&L inventory
"(E)-3-methyl-5-cyclopentadecen-1-one",,429-900-5,EC Number,606-119-00-X,EU Harmonised CLP Classification no.,,Skin Sens. 1   Aquatic Acute 1   Aquatic Chronic 1  ,Warning,GHS07 : Exclamation mark GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/93111,ECHA C&L inventory
"(E,E)-3,7,11-trimethyldodeca-1,4,6,10-tetraen-3-ol",,125474-34-2,CAS Number,603-192-00-X,EU Harmonised CLP Classification no.,,Skin Irrit. 2   Eye Damage 1   Skin Sens. 1   Aquatic Acute 1   Aquatic Chronic 1  ,Danger,GHS05 : Corrosion GHS07 : Exclamation mark GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/107664,ECHA C&L inventory
"(E,Z)-4-chlorophenyl(cyclopropyl)ketone O-(4-nitrophenylmethyl)oxime",,94097-88-8,CAS Number,609-061-00-3,EU Harmonised CLP Classification no.,,Skin Sens. 1   Aquatic Acute 1   Aquatic Chronic 1  ,Warning,GHS07 : Exclamation mark GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/133931,ECHA C&L inventory
"(ethyl-1,2-ethanediyl)[-2-[[[(2-hydroxyethyl)methylamino]acetyl]-propyl]ω-(nonylphenoxy)poly]oxy-(methyl-1,2-ethanediyl)",,418-960-8,EC Number,601-061-00-1,EU Harmonised CLP Classification no.,,Skin Corr. 1B   Skin Sens. 1   Aquatic Chronic 2  ,Danger,GHS05 : Corrosion GHS07 : Exclamation mark GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/34830,ECHA C&L inventory
"(isodecanoato-O)(isononanoato-O)nickel",,84852-36-8,CAS Number,028-054-00-0,EU Harmonised CLP Classification no.,,Resp. Sens. 1   Skin Sens. 1   Repr. 1B   Muta. 2   Carc. 1A   STOT Rep. Exp. 1   Aquatic Acute 1   Aquatic Chronic 1  ,Danger,GHS08 : Health hazard GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/21869,ECHA C&L inventory
"(isodecanoato-O)(isooctanoato-O)nickel",,85166-19-4,CAS Number,028-054-00-0,EU Harmonised CLP Classification no.,,Resp. Sens. 1   Skin Sens. 1   Repr. 1B   Muta. 2   Carc. 1A   STOT Rep. Exp. 1   Aquatic Acute 1   Aquatic Chronic 1  ,Danger,GHS08 : Health hazard GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/113663,ECHA C&L inventory
"(isononanoato-O)(isooctanoato-O)nickel",,85508-46-9,CAS Number,028-054-00-0,EU Harmonised CLP Classification no.,,Resp. Sens. 1   Skin Sens. 1   Repr. 1B   Muta. 2   Carc. 1A   STOT Rep. Exp. 1   Aquatic Acute 1   Aquatic Chronic 1  ,Danger,GHS08 : Health hazard GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/97413,ECHA C&L inventory
"(isononanoato-O)(neodecanoato-O)nickel",,85551-28-6,CAS Number,028-054-00-0,EU Harmonised CLP Classification no.,,Resp. Sens. 1   Skin Sens. 1   Repr. 1B   Muta. 2   Carc. 1A   STOT Rep. Exp. 1   Aquatic Acute 1   Aquatic Chronic 1  ,Danger,GHS08 : Health hazard GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/86799,ECHA C&L inventory
"(isooctanoato-O)(neodecanoato-O)nickel",,84852-35-7,CAS Number,028-054-00-0,EU Harmonised CLP Classification no.,,Resp. Sens. 1   Skin Sens. 1   Repr. 1B   Muta. 2   Carc. 1A   STOT Rep. Exp. 1   Aquatic Acute 1   Aquatic Chronic 1  ,Danger,GHS08 : Health hazard GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/22398,ECHA C&L inventory
"(N-(1,1,2,2-Tetrachloroethylthio)-1,2,3,6-tetrahydrophthalimide); Captafol",,2425-06-1,CAS Number,,,,Acute Tox. 5 - Oral   Skin Irrit. 2   Eye Irrit. 2A   Resp. Sens. 1   Skin Sens. 1   Muta. 1B   Carc. 1B   STOT Rep. Exp. 1   STOT Rep. Exp. 2   Aquatic Acute 1   Aquatic Chronic 1  ,Danger,GHS07 : Exclamation mark GHS08 : Health hazard GHS09 : Environment,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0826e.html,GHS-J
"(R)-1-Chloro-2,3-epoxypropane",,51594-55-9,CAS Number,,,,Flam. Liquid 3   Acute Tox. 3 - Oral   Acute Tox. 3 - Dermal   Acute Tox. 2 - Inhalation   Skin Corr. 1A   Skin Corr. 1B   Skin Corr. 1C   Eye Damage 1   Resp. Sens. 1   Skin Sens. 1   Repr. 2   Muta. 2   STOT Single Exp. 1   STOT Single Exp. 2   STOT Single Exp. 3   STOT Rep. Exp. 1  ,Danger,GHS02 : Flame GHS05 : Corrosion GHS06 : Skull and crossbones GHS07 : Exclamation mark GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/07-mhlw-0119e.html,GHS-J
"(R)-2-chloro-N-(2-ethyl-6-methyl-phenyl)-N-(2-methoxy-1-methyl-ethyl)-acetamide (0-20 %)",,178961-20-1,CAS Number,607-432-00-4,EU Harmonised CLP Classification no.,,Skin Sens. 1   Aquatic Acute 1   Aquatic Chronic 1  ,Warning,GHS07 : Exclamation mark GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/153494,ECHA C&L inventory
"(R)-3-[(1-methylpyrrolidin-2-yl)methyl]-5-[2-(phenylsulfonyl)ethenyl]-1H-indole",,180637-89-2,CAS Number,613-251-00-1,EU Harmonised CLP Classification no.,,Acute Tox. 4 - Oral   Eye Damage 1   Skin Sens. 1   STOT Rep. Exp. 2  ,Danger,GHS05 : Corrosion GHS08 : Health hazard GHS07 : Exclamation mark,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/49185,ECHA C&L inventory
"(R)-4-(4-dimethylamino-1-(4-fluorophenyl)-1-hydroxybutyl)-3-(hydroxymethyl)benzonitrile",,219861-18-4,CAS Number,608-051-00-6,EU Harmonised CLP Classification no.,,Acute Tox. 4 - Oral   Skin Sens. 1   Aquatic Chronic 2  ,Warning,GHS07 : Exclamation mark GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/25899,ECHA C&L inventory
"(R)-5-bromo-3-(1-methyl-2-pyrrolidinyl methyl)-1H-indole",,143322-57-0,CAS Number,613-201-00-9,EU Harmonised CLP Classification no.,,Acute Tox. 4 - Oral   Acute Tox. 4 - Inhalation   Skin Sens. 1   Repr. 2   STOT Rep. Exp. 1   Aquatic Acute 1   Aquatic Chronic 1  ,Danger,GHS08 : Health hazard GHS07 : Exclamation mark GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1846,ECHA C&L inventory
"(R)-p-mentha-1,8-diene; d-limonene;",,5989-27-5,CAS Number,,,,Flam. Liquid 3   Skin Irrit. 2   Skin Sens. 1   Aquatic Acute 1   Aquatic Chronic 1  ,Warning,GHS02 : Flame GHS07 : Exclamation mark GHS09 : Environment,1,http://www.safe.nite.go.jp/english/ghs/08-mhlw-0229e.html,GHS-J
"(R)-p-mentha-1,8-diene; d-limonene;",,5989-27-5,CAS Number,,,,Flam. Liquid 3   Skin Irrit. 2   Skin Sens. 1   Aquatic Acute 1   Aquatic Chronic 1  ,Warning,GHS02 : Flame GHS07 : Exclamation mark GHS09 : Environment,1,https://www.nite.go.jp/chem/english/ghs/08-mhlw-0229e.html,GHS-J
"(R)-p-mentha-1,8-diene;d-limonene",,5989-27-5,CAS Number,601-096-00-2,EU Harmonised CLP Classification no.,,Flam. Liquid 3   Skin Irrit. 2   Skin Sens. 1B   Asp. Tox. 1   Aquatic Acute 1   Aquatic Chronic 3  ,Danger,GHS02 : Flame GHS07 : Exclamation mark GHS08 : Health hazard GHS09 : Environment,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/66519,ECHA C&L inventory
"(R,S)-1-[2-amino-1(4-methoxyphenyl)ethyl]cyclohexanol acetate",,445-750-3,EC Number,612-274-00-4,EU Harmonised CLP Classification no.,,Acute Tox. 4 - Oral   Eye Damage 1   Skin Sens. 1   Aquatic Chronic 3  ,Danger,GHS05 : Corrosion GHS07 : Exclamation mark,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/37657,ECHA C&L inventory
"(R,S)-2-amino-3,3-dimethylbutane amide",,144177-62-8,CAS Number,612-279-00-1,EU Harmonised CLP Classification no.,,Skin Irrit. 2   Eye Irrit. 2   Skin Sens. 1   Repr. 2   STOT Rep. Exp. 2  ,Warning,GHS08 : Health hazard GHS07 : Exclamation mark,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1511,ECHA C&L inventory
"(R,S)-2-azabicyclo[2.2.1]hept-5-en-3-one",,49805-30-3,CAS Number,606-095-00-0,EU Harmonised CLP Classification no.,,Acute Tox. 4 - Oral   Skin Sens. 1  ,Warning,GHS07 : Exclamation mark,1,https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/122115,ECHA C&L inventory
