CASRN,SMILES
53786-28-0,ClC1=CC2=C(C=C1)N(C1CCNCC1)C(=O)N2
88419-56-1,FC1=CC(F)=C(F)C=C1C(Cl)=O
75-52-5,C[N+]([O-])=O
1559-35-9,CCCCC(CC)COCCO
147126-62-3,[H][C@]1(O)CS[C@@]([H])(O1)C(=O)O[C@]1([H])C[C@]([H])(C)CC[C@@]1([H])C(C)C
1271-19-8,Cl[Ti]Cl.c1cccc1.c1cccc1
10361-44-1,[Bi+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O
71-48-7,[Co++].CC([O-])=O.CC([O-])=O
109-52-4,CCCCC(O)=O
75-85-4,CCC(C)(C)O
105812-81-5,[H][C@@]1(CO)C[NH+](C)CC[C@@]1([H])C1=CC=C(F)C=C1
98-67-9,OC1=CC=C(C=C1)S(O)(=O)=O
409071-16-5,[Li+].F[B-]1(F)OC(=O)C(=O)O1
4685-14-7,C[N+]1=CC=C(C=C1)C1=CC=[N+](C)C=C1
1910-42-5,[Cl-].[Cl-].C[N+]1=CC=C(C=C1)C1=CC=[N+](C)C=C1
27253-30-1,[Li+].CCC(C)(CCC(C)C)C([O-])=O
2451-62-9,O=C1N(CC2CO2)C(=O)N(CC2CO2)C(=O)N1CC1CO1
156487-12-6,CCCCOC1=C(F)C(F)=C(C=C1)B(O)O
998-30-1,CCO[SiH](OCC)OCC
80584-92-5,OCCN(CCO)CCO.OCCN(CCO)CCO.OCCN(CCO)CCO.OC(=O)CCCCCNC1=NC(NCCCCCC(O)=O)=NC(NCCCCCC(O)=O)=N1
2592-95-2,ON1N=NC2=C1C=CC=C2
5026-74-4,C(OC1=CC=C(C=C1)N(CC1CO1)CC1CO1)C1CO1
2172-33-0,O=C1C2=CC=CC=C2C(=O)C2=C1C=CC1=C2NC2=C1C=CC1=C2C(=O)C2=C(C3=C(C=C2)C2=C(N3)C3=C(C=C2)C(=O)C2=CC=CC=C2C3=O)C1=O
14907-27-8,Cl.COC(=O)[C@H](N)CC1=CNC2=CC=CC=C12
57090-45-6,OC[C@@H](O)CCl
1195231-94-7,CCO[Si](CCCNC(=O)OCCN(CC)C1=CC=C(C=C1)N=O)(OCC)OCC
102-79-4,CCCCN(CCO)CCO
86087-23-2,O[C@H]1CCOC1
55290-62-5,CCCCC(CC)CNS(=O)(=O)C1=CC=C(C=C1)N=NC1=C(O)N(CCCC)C(=O)C(C#N)=C1C
55150-29-3,CCOC1=C(C(Cl)=O)C2=CC=CC=C2C=C1
13870-28-5,[Na+].[Na+].[O-][Si](=O)O[Si]([O-])=O
822-06-0,O=C=NCCCCCCN=C=O
14205-39-1,COC(=O)C=C(C)N
13005-36-2,[K+].[O-]C(=O)CC1=CC=CC=C1
6440-58-0,CC1(C)N(CO)C(=O)N(CO)C1=O
1072-53-3,O=S1(=O)OCCO1
60-24-2,OCCS
59875-04-6,CCCC(=O)NC(C)C(O)=O
104617-49-4,NC1CCC2=C(C1)SC(=N)N2
109-86-4,COCCO
4431-83-8,COCCOCOCCOC
89929-57-7,CC=CC(C)(O)CCC=C(C)C
29385-43-1,"C*.N1N=NC2=CC=CC=C12 |c:2,6,t:4,8,lp:2:1,3:1,4:1,m:1:6.7|"
27610-92-0,CCCCCCC(CCCC)C(O)=O
1300-71-6,"C*.C*.OC1=CC=CC=C1 |c:5,7,t:3,lp:4:2,m:1:9.10,3:6.7.8.9|"
54423-67-5,CC(C)(C)CCCCC(=O)OC=C
5601-29-6,[H+].[Cr+3].CC1=NN(C(=O)[C-]1N=NC1=CC=CC=C1C([O-])=O)C1=CC=CC=C1.CC1=NN(C(=O)[C-]1N=NC1=CC=CC=C1C([O-])=O)C1=CC=CC=C1
136-53-8,[Zn++].CCCCC(CC)C([O-])=O.CCCCC(CC)C([O-])=O
87-62-7,CC1=CC=CC(C)=C1N
24887-06-7,[Zn++].OCS([O-])=O.OCS([O-])=O
897671-34-0,COC(=O)C1=CSC(C)=C1S(=O)(=O)N=C=O
7195-44-0,O=C(OCC1CO1)C1=CC=C(C=C1)C(=O)OCC1CO1
3164-34-9,[Ca++].O[C@H]([C@@H](O)C([O-])=O)C([O-])=O
127-95-7,[K+].OC(=O)C([O-])=O
5486-79-3,Cl.COC1=C(OC)C=C(CC(C)(N)C(O)=O)C=C1
136-99-2,CCCCCCCCCCCC1=NCCN1CCO
7789-80-2,[O--].[O--].[O--].[O--].[O--].[O--].[Ca++].[I-].[I-]
120728-10-1,CC(C)(C)OC(=O)NC1(CCC1)C(O)=O
115-84-4,CCCCC(CC)(CO)CO
102-36-3,ClC1=C(Cl)C=C(C=C1)N=C=O
56-34-8,[Cl-].CC[N+](CC)(CC)CC
335153-21-4,CCCCC(OC1=C(C=O)C=C(C=C1)[N+]([O-])=O)C(O)=O
105-37-3,CCOC(=O)CC
76-22-2,CC1(C)C2CCC1(C)C(=O)C2
557-28-8,[Zn++].CCC([O-])=O.CCC([O-])=O
210988-99-1,CCCCN(C1CC(C)(C)NC(C)(C)C1)C1=NC(=NC(=N1)N(CCCC)C1CC(C)(C)NC(C)(C)C1)N(CCCCCCN(C1CC(C)(C)NC(C)(C)C1)C1=NC(=NC(=N1)N(CCCC)C1CC(C)(C)NC(C)(C)C1)N(CCCC)C1CC(C)(C)NC(C)(C)C1)C1CC(C)(C)NC(C)(C)C1
65604-92-4,CN(C)CCCN(CCCN)CCCN(C)C
2997-92-4,Cl.Cl.CC(C)(N=NC(C)(C)C(N)=N)C(N)=N
548-62-9,[Cl-].CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C
674773-13-8,COC(=O)CN(CC(=O)OC)C1=C(C#N)C(CC(=O)OC)=C(S1)C(=O)OC
19473-49-5,[K+].N[C@@H](CCC(O)=O)C([O-])=O
19757-97-2,COC(O)C(=O)OC
2403-89-6,CN1C(C)(C)CC(O)CC1(C)C
13598-37-3,[Zn++].OP(O)([O-])=O.OP(O)([O-])=O
598-56-1,CCN(C)C
127946-77-4,Cl.NC1(CC1)C#N
88-24-4,CCC1=CC(CC2=C(O)C(=CC(CC)=C2)C(C)(C)C)=C(O)C(=C1)C(C)(C)C
7664-39-3,F
14657-64-8,OC(=O)CCP(O)(=O)C1=CC=CC=C1
107-92-6,CCCC(O)=O
3007-53-2,CCCCCCCCCCCC(=O)N(C)C
64690-19-3,CCCCCCCCN=C1C=CNC=C1
115-69-5,CC(N)(CO)CO
121-69-7,CN(C)C1=CC=CC=C1
194602-27-2,[Br-].N#CC([C@@H]1CC[NH2+]C1)(C1=CC=CC=C1)C1=CC=CC=C1
14025-15-1,[Na+].[Na+].[Cu++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O
85480-57-5,"[K+].CC*.[O-]S(=O)(=O)C1=CC=CC=C1 |c:8,10,t:6,lp:4:3,6:2,7:2,m:3:13.12.11,Sg:n:2:9-12:ht|"
99-66-1,CCCC(CCC)C(O)=O
129-93-1,OS(=O)(=O)C1=C2C(NC3=CC=CC=C3)=CC(NC3=CC=CC=C3)=CC2=CC=C1
4500-29-2,OCCN(CCO)C1CCCCC1
7758-89-6,[Cl-].[Cu+]
351197-46-1,CN(C)CCOCCOC(=O)NCC1(C)CC(CC(C)(C)C1)NC(=O)OCCOCCN(C)C
68259-00-7,COS([O-])(=O)=O.CN(N=CC1=CC=[N+](C)C=C1)C1=CC=CC=C1
37441-29-5,NC1=C(I)C(C(Cl)=O)=C(I)C(C(Cl)=O)=C1I
78-59-1,CC1=CC(=O)CC(C)(C)C1
13019-22-2,OCCCCCCCCC=C
88150-62-3,CCOC(=O)C1=C(COCCN2C(=O)C3=C(C=CC=C3)C2=O)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC
5026-62-0,[Na+].COC(=O)C1=CC=C([O-])C=C1
2210-79-9,CC1=CC=CC=C1OCC1CO1
793-24-8,CC(C)CC(C)NC1=CC=C(NC2=CC=CC=C2)C=C1
831-59-4,[Na+].[Na+].[O-]S(=O)(=O)C1=CC(=CC=C1)S([O-])(=O)=O
54301-26-7,OC(=O)CNC(=O)CCCCCCCCC=C
818-61-1,OCCOC(=O)C=C
3071-73-6,[Na+].[Na+].[O-]S(=O)(=O)C1=CC=CC2=C1C=CC=C2\N=N\C1=CC=C(\N=N\C2=CC=C(NC3=CC=CC=C3)C3=C2C=CC=C3S([O-])(=O)=O)C2=C1C=CC=C2
77668-42-9,ClC1=CC=CC(C(=O)C#N)=C1Cl
1555-58-4,CN(CCC#N)CCC#N
1173761-32-4,CCC1CCC(OC1)C1=CC=C(O)C=C1
2441-41-0,CCCCCCCCCCCCCCCC(=O)NCC(O)=O
88671-89-0,CCCCC(CN1C=NC=N1)(C#N)C1=CC=C(Cl)C=C1
15625-89-5,CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C
12135-22-7,[OH-].[OH-].[Pd++]
247089-62-9,CCCCCCCCCCCCCCCCCCSC1=CC=C(C=C1)C1=C2C(=O)NC(=C2C(=O)N1)C1=CC=C(SCCCCCCCCCCCCCCCCCC)C=C1
621-29-4,CC1=CC=CC(=C1)N=C=O
143382-03-0,COCC1=CN=C(C(O)=O)C(=C1)C(O)=O
830322-14-0,CC(C)CCC1CCC(O)CC1
121-57-3,NC1=CC=C(C=C1)S(O)(=O)=O
298-07-7,CCCCC(CC)COP(O)(=O)OCC(CC)CCCC
2893-78-9,[Na+].ClN1C(=O)[N-]C(=O)N(Cl)C1=O
27603-25-4,CS(=O)(=O)C1=NN=C(S1)C(F)(F)F
765-43-5,CC(=O)C1CC1
5538-94-3,[Cl-].CCCCCCCC[N+](C)(C)CCCCCCCC
462-20-4,OC(=O)CCCCC(S)CCS
7447-39-4,[Cl-].[Cl-].[Cu++]
1115-70-4,Cl.CN(C)C(=N)NC(N)=N
1918-77-0,OC(=O)CC1=CC=CS1
5244-34-8,OCCSCCSCCO
53803-13-7,C[N+](C)(C)C.CC(C)(C)C([O-])=O
590-29-4,[K+].[O-]C=O
585-07-9,CC(=C)C(=O)OC(C)(C)C
77-58-7,CCCCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)OC(=O)CCCCCCCCCCC
106-31-0,CCCC(=O)OC(=O)CCC
96-17-3,CCC(C)C=O
3644-12-0,COCNC(=O)C(C)=C
121-33-5,COC1=C(O)C=CC(C=O)=C1
73833-37-1,Cl.CC1(C)CC2(CC(C)(C)N1)OC1(CCCCCCCCCCC1)NC2=O
79916-07-7,CC([O-])=O.CCN(CC)C1=CC2=[O+]C3=CC(=CC=C3N=C2C=C1)N(CC)CC
150-39-0,OCCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O
1459-93-4,COC(=O)C1=CC(=CC=C1)C(=O)OC
5294-61-1,OC(=O)C(CC1=CC=CC=C1)NC(O)=NC1=CC=CC=C1Cl
100-36-7,CCN(CC)CCN
50-21-5,CC(O)C(O)=O
41890-92-0,COC(C)(C)CCCC(C)C(C)O
71-55-6,CC(Cl)(Cl)Cl
3033-62-3,CN(C)CCOCCN(C)C
83016-70-0,CN(C)CCOCCN(C)CCO
10043-01-3,[Al+3].[Al+3].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O
84-66-2,CCOC(=O)C1=CC=CC=C1C(=O)OCC
674773-12-7,COC(=O)CC1=C(SC(N)=C1C#N)C(=O)OC
6485-45-6,C[C@@H]1CNC[C@@H](C)O1
143-22-6,CCCCOCCOCCOCCO
148-24-3,OC1=CC=CC2=CC=CN=C12
221640-21-7,Cl.Cl.CCOC1=CC=C(C[C@H](N)CNCCN)C=C1
67939-65-5,CC([O-])=O.CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C
91-22-5,C1=CC2=C(C=C1)N=CC=C2
119462-56-5,CC1=CC(=O)N(CC2=CC(CN3C(=O)C=C(C)C3=O)=CC=C2)C1=O
929-59-9,NCCOCCOCCN
82113-65-3,FC(F)(F)S(=O)(=O)NS(=O)(=O)C(F)(F)F
110-87-2,C1COC=CC1
700-13-0,CC1=C(O)C(C)=C(C)C(O)=C1
2700-30-3,CC(C)N(C=O)C(C)C
6368-20-3,CC(C)(C)OC(=O)N[C@H](CO)C(O)=O
1760-24-3,CO[Si](CCCNCCN)(OC)OC
13933-32-9,N.N.N.N.[Cl-].[Cl-].[Pt++]
354-15-4,FC(Cl)C(F)(Cl)Cl
2698-41-1,ClC1=CC=CC=C1C=C(C#N)C#N
2481-94-9,CCN(CC)C1=CC=C(C=C1)N=NC1=CC=CC=C1
2825-82-3,C1C[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C1
7486-38-6,[Na+].[Na+].[O-]C(=O)CCCCC([O-])=O
7758-29-4,[Na+].[Na+].[Na+].[Na+].[Na+].[O-]P([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O
22473-78-5,[NH4+].[NH4+].[NH4+].[NH4+].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O
39931-87-8,C[C@]12CC=C3[C@@H](CC[C@@]45CC6(CC[C@@]34O5)OCCO6)[C@@H]1CCC2=O
15214-89-8,CC(C)(CS(O)(=O)=O)NC(=O)C=C
917-61-3,[Na+].[O-]C#N
78491-02-8,OCNC(=O)N(CO)C1N(CO)C(=O)N(CO)C1=O
7440-50-8,[Cu]
7803-49-8,NO
106155-02-6,C\C(CO)=C\CC1CC=C(C)C1(C)C
210420-85-2,[O-]C(=O)CCCCC([O-])=O.CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.CCCCCCCCCC[N+](C)(C)CCCCCCCCCC
3278-22-6,C=CS(=O)(=O)CS(=O)(=O)C=C
79-21-0,CC(=O)OO
78-70-6,CC(C)=CCCC(C)(O)C=C
98-87-3,ClC(Cl)C1=CC=CC=C1
72388-18-2,CCCCCCCCCCCCCCC(CO)CCCCCCCCCCCC
1779-51-7,[Br-].CCCC[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1
624-86-2,CCON
136369-04-5,[K+].NC1=NN=N[N-]1
67874-71-9,[Bi+3].CCCCC(CC)C([O-])=O.CCCCC(CC)C([O-])=O.CCCCC(CC)C([O-])=O
108-05-4,CC(=O)OC=C
337906-36-2,COCC1=C(N)C=CC(N)=C1
14100-64-2,[Ca++].[O-][V](=O)=O.[O-][V](=O)=O
506-61-6,[K+].[Ag+].[C-]#N.[C-]#N
89-57-6,NC1=CC=C(O)C(=C1)C(O)=O
1589-49-7,COCCCO
81334-34-1,CC(C)C1(C)N=C(NC1=O)C1=NC=CC=C1C(O)=O
37443-42-8,COC(=O)C1CCCO1
126-86-3,CC(C)CC(C)(O)C#CC(C)(O)CC(C)C
2398-37-0,COC1=CC(Br)=CC=C1
1100-88-5,[Cl-].C(C1=CC=CC=C1)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1
61826-76-4,O[C@H](C#N)C1=CC(OC2=CC=CC=C2)=CC=C1
13014-18-1,ClC1=CC(Cl)=C(C=C1)C(Cl)(Cl)Cl
10043-27-3,[Tb+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O
67109-27-7,[Na+].[Cr+3].CC1=NN(C(=O)[C-]1\N=N\C1=CC(Cl)=C(C=C1[O-])S(N)(=O)=O)C1=CC=CC=C1.CC1=NN(C(=O)[C-]1\N=N\C1=CC(Cl)=C(C=C1[O-])S(N)(=O)=O)C1=CC=CC=C1
102-24-9,COB1OB(OC)OB(OC)O1
118-88-7,CC1=CC=C(N)C=C1S(O)(=O)=O
32764-98-0,CC=CCCC1CCCC(=O)O1
124-30-1,CCCCCCCCCCCCCCCCCCN
106-65-0,COC(=O)CCC(=O)OC
10361-93-0,[Y+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O
941-98-0,CC(=O)C1=CC=CC2=CC=CC=C12
13827-02-6,[F-].[F-].[F-].[K+].[Zn++]
2373-38-8,[Na+].CC(C)CC(C)OC(=O)CC(C(=O)OC(C)CC(C)C)S([O-])(=O)=O
17199-29-0,O[C@H](C(O)=O)C1=CC=CC=C1
1703-58-8,OC(=O)CC(C(CC(O)=O)C(O)=O)C(O)=O
3327-22-8,[Cl-].C[N+](C)(C)CC(O)CCl
152460-07-6,CC1=C(O[N+]([O-])=O)C=C(C=C1)[N+]([O-])=O
100-94-7,[Cl-].C[N+](C)(CC1=CC=CC=C1)CC1=CC=CC=C1
89-72-5,CCC(C)C1=C(O)C=CC=C1
94695-52-0,OC(=O)C1=CN(C2CC2)C2=C(F)C(F)=C(F)C=C2C1=O
1143-72-2,OC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1O
538-75-0,C1CCC(CC1)N=C=NC1CCCCC1
696-99-1,FB(F)F.NCC1=CC=CC=C1
586-37-8,COC1=CC=CC(=C1)C(C)=O
69847-45-6,[Na+].[Na+].N[C@@H](CC1=CC=C([O-])C=C1)C([O-])=O
77214-82-5,[Fe+3].CC1=CC=C(C=C1)S([O-])(=O)=O.CC1=CC=C(C=C1)S([O-])(=O)=O.CC1=CC=C(C=C1)S([O-])(=O)=O
443688-20-8,[Na+].[Na+].[Na+].[Na+].NC1=C(N=NC2=C(C=C(NC3=NC(=NC(NC4=CC(=C(C=C4)N=NC4=C(N)C=CC5=C4C(O)=CC(=C5)S([O-])(=O)=O)S([O-])(=O)=O)=N3)N(CCO)CCO)C=C2)S([O-])(=O)=O)C2=C(C=C1)C=C(C=C2O)S([O-])(=O)=O
835912-68-0,[K+].[K+].[O-]C1=C(NC2=CC=CC=C12)C1=C([O-])C2=CC=CC=C2N1
123-99-9,OC(=O)CCCCCCCC(O)=O
100-44-7,ClCC1=CC=CC=C1
3279-27-4,CCC(C)(C)C1=CC=CC=C1O
6375-46-8,CCN(CC)C1=CC(NC(C)=O)=CC=C1
534-17-8,[Cs+].[Cs+].[O-]C([O-])=O
926-63-6,CCCN(C)C
58398-71-3,[OH-].[OH-].[O--].[Mg++].[Ca++]
79-03-8,CCC(Cl)=O
19395-39-2,NC(=O)C(C1CCCCN1)C1=CC=CC=C1
2809-21-4,CC(O)(P(O)(O)=O)P(O)(O)=O
7443-25-6,COC(=O)C(=CC1=CC=C(OC)C=C1)C(=O)OC
10097-02-6,CCC(CO)(CO)C(O)=O
97-53-0,COC1=C(O)C=CC(CC=C)=C1
102-86-3,CCCCCCN(CCCCCC)CCCCCC
109-02-4,CN1CCOCC1
31506-43-1,CN(C)CCCNC(N)=O
1934-75-4,[Na+].N#C[N-]C#N
18559-94-9,CC(C)(C)NCC(O)C1=CC=C(O)C(CO)=C1
110-17-8,OC(=O)\C=C\C(O)=O
141-43-5,NCCO
35674-68-1,[Zn++].CCCCCCC(O)CCCCCCCCCCC([O-])=O.CCCCCCC(O)CCCCCCCCCCC([O-])=O
116313-85-0,OC1=CC(C=O)=CC(=C1O)[N+]([O-])=O
111-76-2,CCCCOCCO
63589-47-9,[Cl-].[Cl-].[Cl-].[Cl-].[Zn++].CCN(CC)C1=CC2=[O+]C3=C(C=CC(=C3)N(CC)CC)N=C2C=C1.CCN(CC)C1=CC2=[O+]C3=C(C=CC(=C3)N(CC)CC)N=C2C=C1
187026-95-5,[Na+].[Na+].[K+].[K+].NC1=C(N=NC2=CC=C(C=C2)S(=O)(=O)CCOS([O-])(=O)=O)C(N)=C(C=C1N=NC1=C(C=C(C=C1)S(=O)(=O)CCOS([O-])(=O)=O)S([O-])(=O)=O)S([O-])(=O)=O
5397-31-9,CCCCC(CC)COCCCN
107-66-4,CCCCOP(O)(=O)OCCCC
18472-87-2,[Na+].[Na+].[O-]C1=C(Br)C2=C(C=C1Br)C1(OC(=O)C3=C1C(Cl)=C(Cl)C(Cl)=C3Cl)C1=C(O2)C(Br)=C([O-])C(Br)=C1
135266-72-7,CCOC(=O)C(C[C@]1(CC)CCCN2CCC3=C(NC4=CC=CC=C34)[C@H]12)C(=O)OCC
109-94-4,CCOC=O
14285-59-7,[Co++].OS(=O)(=O)C1=CC2=C3[N-]C(\N=C4/N=C(/N=C5\[N-]\C(=N/C6=N/C(=N\3)/C3=CC=C(C=C63)S(O)(=O)=O)C3=CC=C(C=C53)S(O)(=O)=O)C3=CC=C(C=C43)S(O)(=O)=O)=C2C=C1
1119-86-4,CCCCCCCCC(O)CO
83-67-0,CN1C=NC2=C1C(=O)NC(=O)N2C
93-17-4,COC1=C(OC)C=C(CC#N)C=C1
106-50-3,NC1=CC=C(N)C=C1
1072-62-4,CCC1=NC=CN1
12027-06-4,[NH4+].[I-]
82089-64-3,CCOC(=O)C(C(C)=O)[Ti]1(OCCCO1)C(C(C)=O)C(C)=O
7423-42-9,CCCCC(CC)COC(=O)\C=C/C(O)=O
618-88-2,OC(=O)C1=CC(=CC(=C1)C(O)=O)[N+]([O-])=O
141-78-6,CCOC(C)=O
16652-76-9,CC1=CC=C(C=C1)S(O)(=O)=O.[H][C@](N)(C(C)C)C(=O)OCC1=CC=CC=C1
101-54-2,NC1=CC=C(NC2=CC=CC=C2)C=C1
105-44-2,CC(C)CC(C)=NO
22113-87-7,CN.O[N+]([O-])=O
6610-29-3,CNC(=S)NN
3697-42-5,Cl.Cl.ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1
78-90-0,CC(N)CN
68784-31-6,"[Zn++].[S-]P(=S)(O[*])O[*].[S-]P(=S)(O[*])O[*] |$;;;;;_R1;;_R1;;;;;_R1;;_R1$,lp:1:3,3:2,4:2,6:2,8:3,10:2,11:2,13:2,RG:_R1={CCC(C)* |$;;;;_AP1$|},{CC(C)CC(C)* |$;;;;;;_AP1$|}|"
108-42-9,NC1=CC(Cl)=CC=C1
90-05-1,COC1=C(O)C=CC=C1
100-68-5,CSC1=CC=CC=C1
4511-42-6,C[C@@H]1OC(=O)[C@H](C)OC1=O
186817-80-1,CCCCC(CC)COC(=O)[C@H](C)O
13770-92-8,[Ca++].NS(O)(=O)=O.[O-]S([O-])(=N)=O
13762-51-1,[BH4-].[K+]
373-61-5,[H+].[H+].[B+3].[F-].[F-].[F-].CC([O-])=O.CC([O-])=O
78948-87-5,[Mg++].OOC(=O)C1=CC=CC=C1C(O)=O.[O-]OC(=O)C1=CC=CC=C1C([O-])=O
20445-94-7,CCOP([O-])(=O)OCC.CCCC[P+](CC)(CCCC)CCCC
70210-31-0,[Na+].[Na+].[Na+].[Na+].NC1=C(C=C(C=C1)N=NC1=CC=C(N=NC2=CC=C(N=NC3=C(C=C4C=C(NC(=O)C5=CC=CC=C5)C=CC4=C3O)S([O-])(=O)=O)C3=CC=C(C=C23)S([O-])(=O)=O)C2=CC=C(C=C12)S([O-])(=O)=O)S([O-])(=O)=O
68413-68-3,N.N.N.N.[OH-].[OH-].[Pd++]
13001-46-2,[K+].CC(C)COC([S-])=S
13967-50-5,[K+].N#C[Au-]C#N
16470-24-9,[Na+].[Na+].[Na+].[Na+].OCCN(CCO)C1=NC(NC2=CC=C(C=CC3=CC=C(NC4=NC(NC5=CC=C(C=C5)S([O-])(=O)=O)=NC(=N4)N(CCO)CCO)C=C3S([O-])(=O)=O)C(=C2)S([O-])(=O)=O)=NC(NC2=CC=C(C=C2)S([O-])(=O)=O)=N1
85-83-6,CC1=CC=CC=C1N=NC1=CC(C)=C(C=C1)N=NC1=C(O)C=CC2=C1C=CC=C2
162537-11-3,COC(=O)N[C@H](C(O)=O)C(C)(C)C
1229457-94-6,IC1=CN(N=C1)C1CCNCC1
3012-65-5,[NH4+].[NH4+].OC(=O)CC(O)(CC([O-])=O)C([O-])=O
106-51-4,O=C1C=CC(=O)C=C1
1461-25-2,CCCC[Sn](CCCC)(CCCC)CCCC
546-89-4,[Li+].CC([O-])=O
7722-84-1,OO
