CASRN,SMILES
10429-07-9,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(CC[C@]12C)OS(=O)(=O)C1=CC=C(C)C=C1
89-39-4,COC1=CC(=C(OC)C=C1)[N+]([O-])=O
2920-38-9,N#CC1=CC=C(C=C1)C1=CC=CC=C1
6485-40-1,CC(=C)[C@@H]1CC=C(C)C(=O)C1
682-09-7,CCC(CO)(COCC=C)COCC=C
62-33-9,[Na+].[Na+].[Ca++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O
1298086-15-3,CCOC1=CC=C(C=C1)C(OCC1=CC=CC=C1)C1=C(Cl)C=CC(Br)=C1
120-46-7,O=C(CC(=O)C1=CC=CC=C1)C1=CC=CC=C1
122-72-5,CC(=O)OCCCC1=CC=CC=C1
56-86-0,N[C@@H](CCC(O)=O)C(O)=O
104-20-1,COC1=CC=C(CCC(C)=O)C=C1
6528-34-3,COC1=CC(=C(C=C1)N=NC(C(C)=O)C(=O)NC1=C(OC)C=CC=C1)[N+]([O-])=O
498-15-7,CC1=CC[C@@H]2[C@H](C1)C2(C)C
38632-47-2,[Na+].[Na+].[O-]S(=O)(=O)C(=O)NCCCCCCNC(=O)S([O-])(=O)=O
1054448-65-5,[NH4+].[NH4+].CCCCCCS(=O)(=O)C1=CC(=C(NC2=CC=C3N(C)C(=O)C(C(=O)C4=CC(=CC=C4)S([O-])(=O)=O)=C4C5=C(C=CC=C5)C(=O)C2=C34)C=C1)S([O-])(=O)=O
37441-29-5,NC1=C(I)C(C(Cl)=O)=C(I)C(C(Cl)=O)=C1I
4062-46-8,C[C@H]1CC(=O)C[C@@H]2CC[C@H]3[C@@H]4CC[C@H](OC(C)=O)[C@@]4(C)CC[C@@H]3[C@@]12C
2495-39-8,[Na+].[O-]S(=O)(=O)CC=C
2210-79-9,CC1=CC=CC=C1OCC1CO1
71294-03-6,FC1=CC=CC2=C1NC(=O)C2
13040-19-2,[Zn++].CCCCCC[C@@H](O)C\C=C/CCCCCCCC([O-])=O.CCCCCC[C@@H](O)C\C=C/CCCCCCCC([O-])=O
14858-73-2,CCCCC(CC)COC(=O)OCC(CC)CCCC
208709-55-1,CCCCOC1=C(F)C(F)=C(C=C1)C1CCC(CCC)CC1
11065-74-0,[Na+].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CCN(CC([O-])=O)CC([O-])=O
49701-24-8,CNS(=O)(=O)C1=C(OC)C=C(N)C(OC)=C1
124-12-9,CCCCCCCC#N
1370711-06-0,CCC(OC(=O)\C=C\C)C(C)C
165184-98-5,CCCCCC\C(C=O)=C/C1=CC=CC=C1
1307-86-4,[OH-].[OH-].[OH-].[Co+3]
66170-10-3,[Na+].[Na+].[Na+].[H][C@@]1(OC(=O)C(OP([O-])([O-])=O)=C1[O-])[C@@H](O)CO
324763-46-4,[H]C(CC1=CC(OCCCOC)=C(OC)C=C1)(CC([H])(N=[N+]=[N-])[C@]1([H])C[C@@]([H])(C(C)C)C(=O)O1)C(C)C
39290-90-9,[Mg++].[Mg++].[Mg++].[K+].[K+].[K+].[K+].[O-][Ti]([O-])=O.[O-][Ti]([O-])([O-])[O-]
3344-18-1,[Mg++].[Mg++].[Mg++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
138495-42-8,FC(C(F)C(F)(F)C(F)(F)F)C(F)(F)F
5510-99-6,CCC(C)C1=CC=CC(C(C)CC)=C1O
26364-65-8,N#CNC1=NCCS1
203448-76-4,CC(C)CC(C)C1=C(N)C=CC=C1
81-13-0,CC(C)(CO)[C@@H](O)C(=O)NCCCO
7758-29-4,[Na+].[Na+].[Na+].[Na+].[Na+].[O-]P([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O
256473-04-8,FC(F)(F)COC1=CC=CN=C1Cl
922165-31-9,CCOCCOCCOC(=O)C1CCC(CC1)C(=O)OCCOCCOCC
7440-50-8,[Cu]
31775-16-3,COC1=CC=C(NC(=O)C(N=NC2=CC=C(C=C2Cl)C2=CC(Cl)=C(C=C2)N=NC(C(C)=O)C(=O)NC2=CC=C(OC)C=C2)C(C)=O)C=C1
194602-23-8,CCOC1=C(C=C(C=C1)S(=O)(=O)N1CCN(C)CC1)C(O)=O
1131-18-6,CC1=NN(C(N)=C1)C1=CC=CC=C1
74351-78-3,CC(=O)C(N=NC1=CC(=CC=C1Cl)C(O)=O)C(=O)NC1=CC(C)=C(NC(=O)C(N=NC2=CC(=CC=C2Cl)C(O)=O)C(C)=O)C=C1C
108-05-4,CC(=O)OC=C
337906-36-2,COCC1=C(N)C=CC(N)=C1
109-69-3,CCCCCl
1400584-86-2,[NaH].CO[C@H]1CC[C@]2(CC1)NC(=O)NC2=O
1064076-86-3,C1CCC(CC1)NC1CCCCC1.CC(C)(F)C[C@H](N[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)[S](C)(=O)=O)C(F)(F)F)C(O)=O
64696-98-6,[Ni++].[O-]C1=C(\C=N\C(\C#N)=C(/N=C/C2=C([O-])C=CC=C2)\C#N)C=CC=C1
35948-25-5,O=P1OC2=C(C=CC=C2)C2=C1C=CC=C2
92878-95-0,COC1=C(OCCCCl)C=C(C=C1)[N+]([O-])=O
32764-98-0,CC=CCCC1CCCC(=O)O1
1604-35-9,CC(C)CCCC(C)CCCC(C)(O)C#C
1035204-85-3,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H]1C[C@H](CC(=O)OC(C)(C)C)OC2(CCCC2)O1)C1=CC=C(F)C=C1)C1=CC=CC=C1
1383692-20-3,COC1=NC(=NC(OC)=N1)C1=C(O)N(C2=C(F)C=CC=C12)S(=O)(=O)C(F)F
496-46-8,[H][C@@]12NC(=O)N[C@]1([H])NC(=O)N2
17270-01-8,O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=C(C=C1)C1=CC=C(OP(=O)(OC2=CC=CC=C2)OC2=CC=CC=C2)C=C1
18171-19-2,CO[Si](C)(CCCCl)OC
832088-68-3,CC(C)(C(O)=O)C1=CC=C(C=C1)C#CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
1383706-71-5,COC1=NC(=NC(OC)=N1)C1C(=O)NC2=C1C=CC=C2F
123-99-9,OC(=O)CCCCCCCC(O)=O
1694-31-1,CC(=O)CC(=O)OC(C)(C)C
84418-68-8,[Zn++].CC(C)(C)CCCCCC([O-])=O.CC(C)(C)CCCCCC([O-])=O
24851-98-7,CCCCCC1C(CC(=O)OC)CCC1=O
1569-02-4,CCOCC(C)O
67801-20-1,CC(O)C(C)C=CC1CC=C(C)C1(C)C
13446-49-6,[O--].[O--].[O--].[O--].[K+].[K+].[Mo+6]
6271-80-3,[O-][N+](=O)C1=CC=CC=C1C1=CC=C(Cl)C=C1
50-78-2,CC(=O)OC1=C(C=CC=C1)C(O)=O
77501-63-4,CCOC(=O)C(C)OC(=O)C1=C(C=CC(OC2=C(Cl)C=C(C=C2)C(F)(F)F)=C1)[N+]([O-])=O
3089-17-6,ClC1=CC=C2NC3=CC4=C(NC5=CC=C(Cl)C=C5C4=O)C=C3C(=O)C2=C1
13598-65-7,[NH4+].O=[Re-](=O)(=O)=O
37439-34-2,[Na+].[O-]C1=C(Cl)C=C(Cl)C(Cl)=N1
5534-13-4,CCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CO
17527-29-6,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C=C
100-68-5,CSC1=CC=CC=C1
83-73-8,OC1=C2N=CC=CC2=C(I)C=C1I
877179-04-9,NC1=C(C=C(F)C=C1)C1=CC(Cl)=C(Cl)C=C1
26479-35-6,[K+].NC(=O)NC([O-])=O
355-04-4,FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
598-50-5,CNC(N)=O
16470-24-9,[Na+].[Na+].[Na+].[Na+].OCCN(CCO)C1=NC(NC2=CC=C(C=CC3=CC=C(NC4=NC(NC5=CC=C(C=C5)S([O-])(=O)=O)=NC(=N4)N(CCO)CCO)C=C3S([O-])(=O)=O)C(=C2)S([O-])(=O)=O)=NC(NC2=CC=C(C=C2)S([O-])(=O)=O)=N1
99607-70-2,CCCCCC(C)OC(=O)COC1=CC=C(Cl)C2=CC=CN=C12
7440-69-9,[Bi]
10081-67-1,CC(C)(C1=CC=CC=C1)C1=CC=C(NC2=CC=C(C=C2)C(C)(C)C2=CC=CC=C2)C=C1
89331-94-2,CCCCN(CCCC)C1=CC2=C(C=C1)C1(OC(=O)C3=C1C=CC=C3)C1=C(O2)C=C(C)C(NC2=CC=CC=C2)=C1
220410-74-2,CC1(C)CC(O)CC(C)(C)N1O.CC1(C)CC(O)CC(C)(C)N1O.CC1(C)CC(O)CC(C)(C)N1O.OC(=O)CC(O)(CC(O)=O)C(O)=O
128-04-1,[Na+].CN(C)C([S-])=S
3741-80-8,CC(C)(C)N(SC1=NC2=C(S1)C=CC=C2)SC1=NC2=C(S1)C=CC=C2
117-08-8,ClC1=C2C(=O)OC(=O)C2=C(Cl)C(Cl)=C1Cl
7078-98-0,CC(C)(C)C1=CC(=CC2=CC=CC=C2)C=C(C1=O)C(C)(C)C
120118-14-1,CC1=CC=C(C=C1)C1=C(Cl)N=C(N1)C#N
135302-13-5,COC1=NNC(=O)N1C
530-48-3,C=C(C1=CC=CC=C1)C1=CC=CC=C1
433733-92-7,[H][C@]12OC3=NC(=O)C(C)=CN3[C@@]1([H])O[C@@H](CO)[C@@H]2O
3720-16-9,CCCC1CC(C)=CC(=O)C1
75-57-0,[Cl-].C[N+](C)(C)C
874819-71-3,NP(N)(=O)NC1=CC=CC=C1[N+]([O-])=O
97-59-6,NC(=O)NC1NC(=O)NC1=O
109-43-3,CCCCOC(=O)CCCCCCCCC(=O)OCCCC
434-03-7,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
74149-72-7,COC(=O)CC(C)C(=O)C1=CC(=C(NC(=O)C2=CC=C(OC)C=C2)C=C1)[N+]([O-])=O
7631-95-0,[O--].[O--].[O--].[O--].[Na+].[Na+].[Mo+6]
107-98-2,COCC(C)O
980-26-7,CC1=CC2=C(NC3=CC4=C(NC5=CC=C(C)C=C5C4=O)C=C3C2=O)C=C1
18637-00-8,Cl.CCOC1=CC=CC=C1C(N)=N
96383-55-0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C(Cl)=C
24863-70-5,CCCCCC1=C(CC(=O)OC)CCC1=O
599-64-4,CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1
1432505-97-9,COC(=O)C1=CC=CC=C1OS(=O)(=O)C1=CC=C(C)C=C1
59130-69-7,CCCCCCCCCCCCCCCCOC(=O)C(CC)CCCC
5945-33-5,CC(C)(C1=CC=C(OP(=O)(OC2=CC=CC=C2)OC2=CC=CC=C2)C=C1)C1=CC=C(OP(=O)(OC2=CC=CC=C2)OC2=CC=CC=C2)C=C1
736-30-1,[O-][N+](=O)C1=CC=C(CCC2=CC=C(C=C2)[N+]([O-])=O)C=C1
78620-07-2,[Na+].[Na+].[Na+].[O-]OP([O-])(=O)CC([O-])=O
117646-83-0,CCCCC(CC)COCCOCCOC(=O)C=C
142-17-6,[Ca++].CCCCCCCC\C=C/CCCCCCCC([O-])=O.CCCCCCCC\C=C/CCCCCCCC([O-])=O
13052-09-0,CCCCC(CC)C(=O)OOC(C)(C)CCC(C)(C)OOC(=O)C(CC)CCCC
130841-23-5,[O-][N+](=O)C1=CC(Cl)=C(OC(F)(F)C(F)C(F)(F)F)C=C1Cl
93-68-5,CC(=O)CC(=O)NC1=C(C)C=CC=C1
84-74-2,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC
14402-88-1,[Na+].[Na+].[Mg++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O
59-42-7,CNC[C@H](O)C1=CC=CC(O)=C1
1313-97-9,O=[Nd]O[Nd]=O
105-75-9,CCCCOC(=O)\C=C\C(=O)OCCCC
24088-77-5,CC1=CC2=C(C=C1)C(=O)NC(=O)O2
1638-86-4,CCOP(OCC)C1=CC=CC=C1
4273-92-1,COC1=CC(NC(=O)C2=C(O)C=C3C=CC=CC3=C2)=C(OC)C=C1Cl
129332-29-2,CC(C)N1C(\C=C\[C@H](O)C[C@H](O)CC(=O)OC(C)(C)C)=C(C2=C1C=CC=C2)C1=CC=C(F)C=C1
10361-43-0,O[Bi](O)O
3598-16-1,[Na+].[O-]C(=O)COC1=CC=CC=C1
40573-09-9,FC(F)=C(F)OC(F)(F)C(F)(F)C(F)(F)OC(F)(F)F
118-82-1,CC(C)(C)C1=CC(CC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)=CC(=C1O)C(C)(C)C
24304-00-5,N#[Al]
98-53-3,CC(C)(C)C1CCC(=O)CC1
91-96-3,CC(=O)CC(=O)NC1=CC=C(C=C1C)C1=CC(C)=C(NC(=O)CC(C)=O)C=C1
1119-40-0,COC(=O)CCCC(=O)OC
106990-43-6,CCCCN(C1CC(C)(C)N(C)C(C)(C)C1)C1=NC(=NC(NCCCN(CCN(CCCNC2=NC(=NC(=N2)N(CCCC)C2CC(C)(C)N(C)C(C)(C)C2)N(CCCC)C2CC(C)(C)N(C)C(C)(C)C2)C2=NC(=NC(=N2)N(CCCC)C2CC(C)(C)N(C)C(C)(C)C2)N(CCCC)C2CC(C)(C)N(C)C(C)(C)C2)C2=NC(=NC(=N2)N(CCCC)C2CC(C)(C)N(C)C(C)(C)C2)N(CCCC)C2CC(C)(C)N(C)C(C)(C)C2)=N1)N(CCCC)C1CC(C)(C)N(C)C(C)(C)C1
12411-64-2,[NH4+].[NH4+].[NH4+].[NH4+].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].O=[Mo+4].O=[Mo+4].O=[Mo++]=O.O=[Mo++]=O.O=[Mo++]=O.O=[Mo++]=O.O=[Mo++]=O.O=[Mo++]=O
26591-72-0,COS([O-])(=O)=O.C[N+]1=CN(C=C)C=C1
61007-89-4,[Mn+3].[O-]C1=CC=CC=C1\C=N\CCN(CC\N=C\C1=CC=CC=C1[O-])CC\N=C\C1=C([O-])C=CC=C1
546-46-3,[Zn++].[Zn++].[Zn++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
69322-01-6,[Na+].OC(C(O)=O)C1=CC=C([O-])C=C1
192389-48-3,CCOC(=O)C[C@H](NCCC[Si](OC)(OC)OC)C(=O)OCC
382-28-5,FC(F)(F)N1C(F)(F)C(F)(F)OC(F)(F)C1(F)F
7758-16-9,[Na+].[Na+].OP([O-])(=O)OP(O)([O-])=O
494799-36-9,OC(=O)C1=CC=C2C(NC=C2C2CCCC2)=C1
13361-34-7,CCCCC(CC)COC(=O)CC#N
16669-27-5,CCCCCCCCCCCCCCCCCCCCCCOC(=O)C(C)=C
1187-74-2,CCOC(=O)CC(CC(C)=O)C(=O)OCC
7365-45-9,OCCN1CCN(CCS(O)(=O)=O)CC1
1253791-42-2,CC(C)OC(=O)C1=CC=C2C(=C1)N(C)C(Br)=C2C1CCCC1
24544-08-9,CCC1=CC(C)=CC(CC)=C1N
542-02-9,CC1=NC(N)=NC(N)=N1
125109-85-5,CC(C)C1=CC(=CC=C1)C(C)CC=O
15571-48-9,[MgH2].CC(C)O.CC(C)O
66918-01-2,CC(CCC(COC(=O)CC(O)C(=O)OCC(CCC(C)CC(C)(C)C)C(C)CC(C)(C)C)C(C)CC(C)(C)C)CC(C)(C)C
1015689-48-1,COC1=C(OC(=O)C2=CC=C(OC(=O)C=C)C=C2)C=CC(=C1)C(=O)O[C@@H]1CO[C@@H]2[C@@H](CO[C@H]12)OC(=O)C1=CC(OC)=C(OC(=O)C2=CC=C(OC(=O)C=C)C=C2)C=C1
198479-63-9,CC1=C(NC2=C1C=C(OCC1=CC=CC=C1)C=C2)C1=CC=C(OCC2=CC=CC=C2)C=C1
109-78-4,OCCC#N
1797437-47-8,COC1=C(C=C(Cl)C=C1)P(C1=C(OC)C=CC(Cl)=C1)C1=C(OC)C=CC(Cl)=C1
10043-67-1,[Al+3].[K+].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O
631-61-8,[NH4+].CC([O-])=O
217308-07-1,[NH4+].O[C@@H](C([O-])=O)C1=CC=CC=C1
61444-38-0,CC\C=C/CCOC(=O)C\C=C/CC
1344-43-0,[O--].[Mn++]
709031-43-6,CC(C)(C)OC(=O)N[C@H](C(=O)N1[C@H]2C[C@H]2C[C@H]1C#N)C12CC3CC(CC(O)(C3)C1)C2
103335-54-2,[H][C@@]12CC[C@H](C(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2NC(=O)CC[C@]12C
4454-16-4,[Ni++].CCCCC(CC)C([O-])=O.CCCCC(CC)C([O-])=O
2414-98-4,[Mg++].CC[O-].CC[O-]
7450-69-3,NP(N)(=O)OC1=CC=CC=C1
84-65-1,O=C1C2=C(C=CC=C2)C(=O)C2=C1C=CC=C2
19766-89-3,[Na+].CCCCC(CC)C([O-])=O
307-34-6,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
24085-06-1,CC(=O)OCC1=C(OC(C)=O)C=CC(=C1)C(C)=O
1445870-18-7,CC(CC(=O)OCCN1C(C)(C)CC(CC1(C)C)OC(=O)CC(C)CC(C)(C)C)CC(C)(C)C
497-18-7,NNC(=O)NN
1253789-90-0,CC(C)OC(=O)C1=CC2=C(C=C1)C(=CN2C)C1CCCC1
371756-75-1,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].CC(O)CN(CC(C)O)C1=NC(NC2=CC(=C(C=CC3=C(C=C(NC4=NC(NC5=C(C=CC(=C5)S([O-])(=O)=O)S([O-])(=O)=O)=NC(=N4)N(CC(C)O)CC(C)O)C=C3)S([O-])(=O)=O)C=C2)S([O-])(=O)=O)=NC(NC2=C(C=CC(=C2)S([O-])(=O)=O)S([O-])(=O)=O)=N1
214417-91-1,CC(C)CC(C)=NNC(=O)C1=CC2=CC=CC=C2C=C1O
143390-89-0,CO\N=C(\C(=O)OC)C1=C(COC2=C(C)C=CC=C2)C=CC=C1
533-96-0,[Na+].[Na+].[Na+].OC([O-])=O.[O-]C([O-])=O
119-47-1,CC1=CC(CC2=CC(C)=CC(=C2O)C(C)(C)C)=C(O)C(=C1)C(C)(C)C
26184-62-3,CCC[C@H](C)O
41263-74-5,CNC1=C(C=C(C=C1)C(O)=O)[N+]([O-])=O
19694-10-1,NC(=O)C1=CC=C(Cl)C(N)=C1
732-26-3,CC(C)(C)C1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C
88949-33-1,O=C1NC(=C2C(=O)NC(=C12)C1=CC=C(C=C1)C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1
14352-61-5,COC(=O)CC1CCCCC1
3159-62-4,[Ca++].CCCCCCC(O)CCCCCCCCCCC([O-])=O.CCCCCCC(O)CCCCCCCCCCC([O-])=O
85-27-8,CC(C1=CC=CC=C1)C1=C(O)C=C(O)C=C1
36968-27-1,COC1=C(NC(=O)C2=C(O)C(N=NC3=CC=C(C=C3)C(N)=O)=C3C=CC=CC3=C2)C=CC=C1
42233-75-0,CCCCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCCCCCCCCCCCCCCCC
58302-43-5,[Na+].NS(=O)(=O)C1=CC=C2[O-][Co+3]3456[O-]C7=CC=C(C=C7[N]3=NC3=C7C=CC=CC7=CC=C3[O-]4)S(N)(=O)=O.[O-]5C3=CC=C4C=CC=CC4=C3N=[N]6C2=C1
120-35-4,COC1=C(N)C=C(C=C1)C(=O)NC1=CC=CC=C1
7722-88-5,[Na+].[Na+].[Na+].[Na+].[O-]P([O-])(=O)OP([O-])([O-])=O
4151-51-3,O=C=NC1=CC=C(OP(=S)(OC2=CC=C(C=C2)N=C=O)OC2=CC=C(C=C2)N=C=O)C=C1
13597-19-8,[O--].[O--].[O--].[O--].[V+5].[Ce+3]
1435-71-8,CC1=CC(N=NC2=C(C=CC=C2)[N+]([O-])=O)=C(O)C=C1
4488-57-7,C1CC2CC1C1CC=CC21
7727-43-7,[Ba++].[O-]S([O-])(=O)=O
15123-80-5,[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Al+3].[Al+3].[Mo+6].[Mo+6].[Mo+6]
697235-49-7,OC(=O)C1=CC=CC=C1NC(=O)CCC1=CC=C(O)C=C1
1458-18-0,COC(=O)C1=NC(Cl)=C(Cl)N=C1N
55699-10-0,CC1=CC(=C(O)C(C)=C1CC#N)C(C)(C)C
204277-61-2,COC(=O)CN(C(C)C(=O)OC)C1=CC(NC(C)=O)=C(C=C1OC)N=NC1=C(C=C(C=C1Cl)[N+]([O-])=O)C#N
59487-23-9,COC1=CC(OC)=C(Cl)C=C1NC(=O)C1=CC2=CC=CC=C2C(N=NC2=CC(=CC=C2OC)C(=O)NC2=CC=C(C=C2)C(N)=O)=C1O
111850-24-9,CCC(C)C1=CC(=CC(C(C)CC)=C1O)N=NC1=CC=C(C=C1)[N+]([O-])=O
67874-37-7,CC(C)CCCCCCCCCCOP(OCCCCCCCCCCC(C)C)OC1=CC=CC=C1
2986-54-1,COC1CCCCCCCCCCC1
54839-24-6,CCOCC(C)OC(C)=O
6962-44-3,COC1=CC=C(C)C=C1NC(C)=O
68309-95-5,[NH4+].[NH4+].[NH4+].[OH-].[OH-].[Zr+4].[O-]C([O-])=O.[O-]C([O-])=O
55514-22-2,C1=CC=C(C=C1)C1=NN=C(N=C1C1=CC=CC=C1)C1=CC=C(C=C1)C1=NN=C(C2=CC=CC=C2)C(=N1)C1=CC=CC=C1
135861-56-2,[H][C@]12COC(O[C@@]1([H])[C@]([H])(OC(O2)C1=CC=C(C)C(C)=C1)[C@H](O)CO)C1=CC=C(C)C(C)=C1
72812-34-1,[H+].[Cr+3].CCCCC(CC)COCCCN.[O-]C1=C(C=C(C=C1)[N+]([O-])=O)\N=N\C1=C([O-])C=CC2=CC=CC=C12.[O-]C1=C(\N=N\C2=C([O-])C=C(C=C2)[N+]([O-])=O)C2=CC=CC=C2C=C1
101-80-4,NC1=CC=C(OC2=CC=C(N)C=C2)C=C1
6092-54-2,CCCCCCOC(Cl)=O
1231148-36-9,C1OC2=CC=CC=C2N=C=NC2=CC=CC=C2OCC11COC2=CC=CC=C2N=C=NC2=CC=CC=C2OC1
52-90-4,N[C@@H](CS)C(O)=O
2512-29-0,CC(=O)C(N=NC1=CC=C(C)C=C1[N+]([O-])=O)C(=O)NC1=CC=CC=C1
111439-76-0,CO[Si](CC(C)C)(OC)C(C)C
1671-49-4,CC1=C(C=C(C=C1)S(C)(=O)=O)[N+]([O-])=O
1364731-90-7,CC1=CC=CC(C)=C1OS(=O)(=O)C1=CC=C(O)C=C1
924-42-5,OCNC(=O)C=C
827-52-1,C1CCC(CC1)C1=CC=CC=C1
